pathway	SRR3991812	SRR3991813	SRR3991814	SRR3991815	SRR3991816	SRR3991817	SRR3991818	SRR3991819	SRR3991820	SRR3991821	SRR3991822	SRR3991823	SRR3991824	SRR3991825	SRR3991826	SRR3991827	SRR3991828	SRR3991829	SRR3991830	SRR3991831	SRR3991832	SRR3991833	SRR3991834	SRR3991835	SRR3991836	SRR3991837	SRR3991838	SRR3991839	SRR3991840	SRR3991841	SRR3991842	SRR3991843	SRR3991844	SRR3991845	SRR3991846	SRR3991847	SRR3991848	SRR3991849	SRR3991850	SRR3991851	SRR3991852	SRR3991853	SRR3991854	SRR3991855	SRR3991856	SRR3991857	SRR3991858	SRR3991859	SRR3991860	SRR3991861	SRR3991862	SRR3991863	SRR3991864	SRR3991865	SRR3991866	SRR3991867	SRR3991868	SRR3991869	SRR3991870	SRR3991871	SRR3991872	SRR3991873	SRR3991874	SRR3991875	SRR3991876	SRR3991877	SRR3991878	SRR3991879	SRR3991880	SRR3991881	SRR3991882	SRR3991883	SRR3991884	SRR3991885	SRR3991886	SRR3991887	SRR3991888	SRR3991889	SRR3991890	SRR3991891	SRR3991892	SRR3991893	SRR3991894	SRR3991895	SRR3991896	SRR3991897	SRR3991898	SRR3991899	SRR3991900	SRR3991901	SRR3991902	SRR3991903	SRR3991904	SRR3991905	SRR3991906	SRR3991907	SRR3991908	SRR3991909	SRR3991910	SRR3991911	SRR3991912	SRR3991913	SRR3991914	SRR3991915	SRR3991916	SRR3991917	SRR3991918	SRR3991919	SRR3991920	SRR3991921	SRR3991922	SRR3991923	SRR3991924	SRR3991925	SRR3991926	SRR3991927	SRR3991928	SRR3991929	SRR3991930	SRR3991931	SRR3991932	SRR3991933	SRR3991934	SRR3991935	SRR3991936	SRR3991937	SRR3991938	SRR3991939	SRR3991940	SRR3991941	SRR3991942	SRR3991943	SRR3991944	SRR3991945	SRR3991946	SRR3991947	SRR3991948	SRR3991949	SRR3991950	SRR3991951	SRR3991952	SRR3991953	SRR3991954	SRR3991955	SRR3991956	SRR3991957	SRR3991958	SRR3991959	SRR3991960	SRR3991961	SRR3991962	SRR3991963	SRR3991964	SRR3991965	SRR3991966	SRR3991967	SRR3991968	SRR3991969	SRR3991970	SRR3991971	SRR3991972	SRR3991973	SRR3991974	SRR3991975	SRR3991976	SRR3991977	SRR3991978	SRR3991979	SRR3991980	SRR3991981	SRR3991982	SRR3991983	SRR3991984	SRR3991985	SRR3991986	SRR3991987	SRR3991988	SRR3991989	SRR3991990	SRR3991991	SRR3991992	SRR3991993	SRR3991994	SRR3991995	SRR3991996	SRR3991997	SRR3991998	SRR3991999	SRR3992000	SRR3992001	SRR3992002	SRR3992003	SRR3992004	SRR3992005	SRR3992006	SRR3992007	SRR3992008	SRR3992009	SRR3992010	SRR3992011	SRR3992012	SRR3992013	SRR3992014	SRR3992015	SRR3992016	SRR3992017	SRR3992018	SRR3992019	SRR3992020	SRR3992021	SRR3992022	SRR3992023	SRR3992024	SRR3992025	SRR3992026	SRR3992027	SRR3992028	SRR3992029	SRR3992030	SRR3992031	SRR3992032	SRR3992033	SRR3992034	SRR3992035	SRR3992036	SRR3992037	SRR3992038	SRR3992039	SRR3992040	SRR3992041	SRR3992042	SRR3992043	SRR3992044	SRR3992045	SRR3992046	SRR3992047	SRR3992048	SRR3992049	SRR3992050	SRR3992051	SRR3992052	SRR3992053	SRR3992054	SRR3992055	SRR3992056	SRR3992057	SRR3992058	SRR3992059	SRR3992060	SRR3992061	SRR3992062	SRR3992063	SRR3992064	SRR3992065	SRR3992066	SRR3992067	SRR3992068	SRR3992069	SRR3992070	SRR3992071	SRR3992072	SRR3992073	SRR3992074	SRR3992075	SRR3992076	SRR3992077	SRR3992078	SRR3992079	SRR3992080	SRR3992081	SRR3992082	SRR3992083	SRR3992084	SRR3992085	SRR3992086	SRR3992087	SRR3992088	SRR3992089	SRR3992090	SRR3992091	SRR3992092	SRR3992093	SRR3992094	SRR3992095	SRR3992096	SRR3992097	SRR3992098	SRR3992099	SRR3992100	SRR3992101	SRR3992102	SRR3992103	SRR3992104	SRR3992105	SRR3992106	SRR3992107	SRR3992108	SRR3992109	SRR3992110	SRR3992111	SRR3992112	SRR3992113	SRR3992114	SRR3992115	SRR3992116	SRR3992117	SRR3992118	SRR3992119	SRR3992120	SRR3992121	SRR3992122	SRR3992123	SRR3992124	SRR3992125	SRR3992126	SRR3992127	SRR3992128	SRR3992129	SRR3992130	SRR3992131	SRR3992132	SRR3992133	SRR3992134	SRR3992135	SRR3992136	SRR3992137	SRR3992138	SRR3992139
1CMET2-PWY	14110.882229881800	20023.7448789803	8497.235169047080	12028.256029732300	4525.980922607030	15458.286296502600	9149.302552179420	2829.2290329547700	4209.2123969847900	5122.904233730760	26462.369023487600	3838.8095149831900	19306.119560105200	2635.547286299770	5989.879364779900	10563.943882787700	26569.973414778000	10426.307452709700	7657.057472418280	7090.539474697170	7474.212635817940	2612.3971724370200	27880.678204512000	1642.9591643844300	6150.586989281310	29856.327646412100	10500.466349889200	3120.9117719222600	3536.3825758827100	63208.33383629390	4525.30694223898	6455.086960452200	18545.536222099300	42853.76887425390	9211.098426118460	12083.233262223400	1785.7864604088800	20275.8636374562	1930.6058146385200	5345.4370792445000	17618.415762661600	44045.92486375060	8165.665879325920	8214.633559657740	9876.183447473470	21772.11858306730	6519.547477075450	2351.1173277299700	27698.705482548400	8873.83347857003	3380.561473259390	8398.75370749306	14543.639245510900	9474.778353071950	51150.235053771	4756.342588539220	13142.407112776300	10164.695177473200	13736.44315974610	6320.424544069950	6609.950267724610	5731.319016036240	33118.301841090000	7297.537074992560	3951.5586279966700	30375.647675959500	14985.458805481000	9095.077122206910	3352.833932360270	23194.9590098573	47736.53014086870	1197.029480353970	7538.630938297970	15375.188049857600	33623.403987255000	17738.780366773600	11088.24084876150	3543.2709256534500	7755.523649724690	18786.404941240500	39744.10234088030	3425.264230824650	5400.084925096790	9876.180544814940	7206.491847178790	7771.708049506410	30558.800471618900	1194.9418273200700	14001.313327433900	9213.989694720800	15300.403150342800	1835.7522462720200	4367.671719499000	27758.372118790000	5543.110605614810	9034.700585711980	13049.736112400900	12419.098110577500	945.109267871388	8050.691516192620	29054.550833680500	1434.5580282829200	5340.633620894000	13531.178281936200	24667.06979806450	1161.614036724190	11816.657195507800	8585.500944767140	1214.1544689618300	7041.853205073580	6734.015817476780	1744.4321531057700	35046.140724220400	14575.597987321700	9462.640381334220	7681.511949723690	10748.851167898700	9661.381014844950	6972.613604580330	6049.683658804270	6375.653860373830	3259.9751560101000	2125.8181724438100	7557.615782807970	15199.77298629470	36548.57651874190	1661.935653128700	8617.67056625539	13677.296056028300	4205.902062356290	1159.4135886136200	20993.571282040800	3774.9879124430600	7778.167815726970	20547.513048224800	1882.9490574783900	7974.069780631850	25213.928705064900	2135.7806111740400	9244.829633705570	4524.232748322590	3796.90656887937	6270.559242311510	6949.197812138720	26282.33398562510	18436.957071911000	8692.472016144230	6959.589609962760	6196.565265791080	11060.279786606700	2498.711996506250	13207.23259489400	44627.438076671400	3717.5464500593000	15071.858795531300	6954.970970556510	5779.215156953580	1323.636330378330	7174.069315603080	4658.58766341388	81954.8535879599	11198.709131088300	4046.431369844370	1449.9789609182600	6719.981283058510	14278.00969358960	41001.79143020020	45134.156082739900	10521.628735077800	11481.565389137600	8697.866950332850	31252.929739377500	5039.280687820710	6128.540402255000	28712.71411080180	25341.534126990900	9187.694979707100	4134.293102015020	21352.779691016900	5010.020344295820	4342.029584416300	18346.433676696500	32919.840426849600	5482.3142111374600	1653.3124250975900	1031.9706145907900	4380.509245112270	4894.906536224160	16431.29910371460	38148.170437568600	6477.160619412820	3412.921596026280	5585.882232598360	23822.551647649000	39851.09047801900	2957.7384495204100	5699.750630591050	1394.3228916763000	8154.7178732879000	2576.863061876020	7757.295209252640	19004.344746585600	31777.21933388860	5794.801026851220	1624.535198497670	2959.0859605483200	6968.975087719160	23772.31313596010	7346.137994765300	11796.88695186180	32990.8970495738	2949.303053068100	20848.393127499900	8905.98416195538	8428.461549958080	1075.543987179600	5526.1575724099	8724.393051679240	6978.719392930200	11168.716462178800	32607.015162454300	13671.550705881700	6425.140159421590	3673.6615924504000	4853.532829346790	7536.761176127580	15728.187848963200	28630.745322887600	43743.08728357520	5738.063696830710	7027.7159771786	38226.718679516000	32096.93262560850	6304.485118730590	34728.486925742300	13964.673717341100	39739.220831396000	43792.70643773540	24841.982584737400	18622.380713858600	42173.86637331170	90560.93907677370	27018.740064237	11812.467799399500	41470.817742511200	20108.725990941900	10490.381439915600	38777.57098774180	38845.57870392940	1654.67405072283	36014.62626788910	35641.885917081600	31173.96176586720	4031.2963615118800	31908.989266769800	7363.183523476790	42940.96419648470	40955.548560136200	23641.842860161400	6590.756712330990	28843.696142265000	8402.191828587760	7349.392933168550	1821.7872354397500	22395.709375411500	9102.27110200211	10169.865435139100	77276.53470440160	51030.65725111620	12995.03110919380	27173.449565268800	20233.96248374120	29852.81979708130	33307.46104046550	36650.961055325300	41837.82489196260	36344.916618073100	1953.1293612007200	6450.196299479940	4674.748339065180	5367.782478560270	12956.550085634600	5144.042997142790	3976.247569325690	6497.42862333841	8592.77586203972	30685.5495062451	2327.4007699241000	9110.775229246090	43473.48776703760	34134.91407055490	11885.787026370300	32083.56869680890	50255.532676492500	44030.04058781740	27083.66775518420	26133.217052301100	2303.0055276741600	34940.743048156400	42047.12877871820	36569.72264521910	35518.73897427160	25663.60010021290	22029.86380088980	16290.822445529000	34965.55874266020	17467.59768729230	18464.151116756600	29311.418366499500	42529.33458341730	31803.94644666560	9077.214350692890	1769.5733878876	2321.6975036213000	50820.48015908680	38518.009891103300	21209.667676392900	17582.92031215710	32975.34168024190	34184.70774071120	26843.30102815350	35612.330406341800	34548.2732553542	42180.78118461190	58928.05184477150	23270.20583116980	22170.003371727700	34961.09839430320
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	698.1879360490140	1927.324880669140	1842.1727316330900	778.427006505075	293.8307345127960	43.310013686855000	457.8046768654950	41.29479621437110	171.4980597118950	190.30884717135800	1949.9783444254900	113.51599193365600	915.3103964678390	117.85582940399900	301.7511170451970	1300.8616962344000	1454.2657771132900	462.8321621827400	310.6256774254030	0.0	0.0	83.65335196127960	1308.5834205008600	0.0	367.679194658295	1117.7811398535600	220.4742718607390	39.576569750532500	0.0	2304.6751636938200	279.2306723239830	198.99604979377200	1549.6021459694400	1267.526823003030	1312.4376053129000	2179.4557867379000	57.18156979476040	1152.5284997220000	0.0	333.9829654070420	392.154187467938	274.45089652276800	374.26751166576300	284.36051437725200	0.0	537.376220722981	108.71872219884500	64.40276318529750	764.4578858884350	212.70765730864600	63.228649335738400	117.26143726526900	0.0	185.0325907562210	4087.9987849779300	11.062846800227000	360.8373239563850	107.25334179466100	334.5136579470120	713.8188464634700	110.92113780834600	168.60288403412900	544.2670819245280	29.63322080136790	9.72425482185807	1815.4637456310200	0.0	400.90594618797500	61.880060805188800	529.5071122478560	1918.3303711824900	73.10812460305150	635.001306053859	941.2540032564410	1142.6784325133100	899.674155812927	13.94153877213670	169.62739040235400	398.22403033092500	1628.5324436707900	328.97033011776	101.35080129066700	142.61394234105300	84.93452604446540	98.06754641490690	398.5933423732300	217.94815044214300	25.489668906777000	508.92057961872400	272.87307310278500	24.303900510770400	129.54139146595400	49.42760570382250	826.4344934919980	304.04374913875600	1257.8789688609500	43.74655083557710	252.61071874053	11.490989593275600	636.4914779127520	870.5498439014030	13.682901083674000	91.71086911862370	0.0	1249.491712710430	0.0	966.9047785464540	203.93530531163300	150.2166300452920	295.6818122074780	379.7483449815150	126.5347222684020	2348.926546447650	110.26224561190900	417.383282781897	128.07823161004100	656.1276700888660	294.9769971352210	221.243836716574	0.0	416.0330417365250	182.31556047480900	95.71866147400160	732.177006093889	1621.763518948380	335.0092542983430	118.20533630634400	781.3347478567700	530.9435285008150	73.33819992696150	118.64022944267700	1372.802537199160	0.0	0.0	322.9886082977520	114.99907261245700	777.8733481465100	1091.1959349210900	78.2935442078613	493.4650081147270	243.74358635357500	324.9290728119140	153.19477137486800	59.87805486210510	1760.5907676931000	1088.725496776730	541.2685577370320	928.2672828450230	46.20502472743950	808.0360344656230	32.48967442994370	315.4064143226770	1096.8958300285800	127.20544769744600	968.7469676493740	37.20691272914440	79.55625960849000	89.80297181885790	1325.6190258175500	0.0	573.317636977025	64.83028926380500	300.8544550968640	41.96240377767950	0.0	865.9118378020010	430.98427268229600	1651.5122894491100	316.2838127989330	683.6876054662270	0.0	164.21907768489300	367.0409899083430	0.0	1090.4731033616500	2065.440007070770	408.01612215447900	0.0	431.321699465877	68.86544370066110	213.98190758600500	455.6325588161900	1669.1439473856500	432.19898670941500	103.78791324090600	0.0	18.13322484042000	53.516709401681100	992.2914356410900	338.32309481245100	0.0	95.46174136522560	296.524135932999	935.1698595397300	1821.1434748851700	63.59412480296540	656.9891825003350	143.76479377062200	283.9068981590700	82.16739010215680	246.02213274887700	1009.9050157203000	0.0	270.3355221197370	143.59802955693500	152.45047871591000	0.0	571.7423040956040	152.30250912680400	329.2732971128810	1383.9700843938300	12.352921363169500	162.66115764147400	521.4284180134120	269.48559428203600	57.941705028690000	231.16968403781900	250.20709000878600	143.55875782182000	12.662193147992400	684.9369577939970	432.1782088956630	195.69465803580700	152.0022286781160	122.17581319392300	910.1764048585420	436.223111961542	1970.5061334723100	1179.375530282730	239.2871357258630	504.6558440310350	24174.946636028100	347.4394690820090	173.23146510914500	2125.044131501800	158.2848270441070	1689.2329931440900	3373.294791686860	852.4563143820740	582.5592451230210	2539.2898647227300	348.2419638498390	2002.133462786990	499.8943461855270	1232.2191205829800	163.81496426777200	89.43649416097310	739.8829738993330	1200.279425731530	109.58441454551900	2070.4056638759700	1808.5535094713100	953.5075349957580	76.61727325253950	514.9539683971520	38.03458801369260	1580.2188552627000	6551.701763535080	424.5429309467320	187.7844153296640	451.80085679313700	31.45201999334220	679.4757976065010	10.328778685797900	1632.6688633077800	675.9380959816000	295.6286527293000	892.0243930786860	4930.45556647506	1230.177959891200	2669.56324736048	185.21515170729300	1200.4188187832200	652.6669611164460	1040.853846256700	2248.254029535160	2866.948480327810	29.771481778029200	565.3854599092630	0.0	0.0	0.0	566.937546406792	0.0	120.82921431403300	0.0	830.76837755798	0.0	1294.3286106426300	1429.542045077250	1836.698114402140	146.68902052720200	1218.7962717067200	98.0103705208247	1773.1467732974500	342.6987000481100	208.6532867359440	126.83533003922600	1705.9985481218500	318.2395825168130	383.7937964615610	449.7754149655410	2052.0766947393600	154.5942767031910	355.3018105618480	286.75493264453300	227.83506580868300	3688.66843792336	1319.7786112767600	1066.195722909950	585.0269885579920	343.752685754299	209.69347084712000	390.92285527018500	1207.8239664580300	1734.6949220951200	430.53856824541000	875.0724452143900	915.2296220034050	1639.5998481117000	555.5341092448260	974.2527471615330	939.2107305188870	1919.4648217688200	2402.297293396930	2338.2110000499000	1137.7256262224500	1605.381459148620
AEROBACTINSYN-PWY	37.16829807388700	0.0	0.0	0.0	0.0	0.0	0.0	26.41473783656120	0.0	103.98373906439300	510.3608890963190	0.0	46.224744886330300	0.0	0.0	1105.4987942867700	70.32238906190890	206.05908701144200	0.0	0.0	0.0	39.99640152549620	145.0714641881250	0.0	0.0	266.28912825260100	0.0	294.2406042078760	108.95575221238900	0.0	0.0	0.0	0.0	0.0	224.92376281765500	0.0	0.0	103.57904569160100	0.0	0.0	165.0501355277780	0.0	0.0	0.0	603.0494093694990	0.0	0.0	0.0	750.3745136373830	0.0	0.0	0.0	0.0	0.0	6.666295136337330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.224101912915200	0.0	0.0	0.0	0.0	0.0	0.0	89.13844172569220	0.0	0.0	0.0	0.0	0.0	0.0	212.8479972255940	0.0	0.0	121.33299144434900	85.68171811253940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.78322481807700	0.0	34.80020650490450	0.0	0.0	277.68396516328100	0.0	0.0	0.0	0.0	0.0	57.490677453411000	0.0	0.0	1129.6378655292800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204.94628780624200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189.05700143701100	0.0	0.0	28.77853904907790	0.0	0.0	307.47457272410200	0.0	0.0	0.0	0.0	35.139206719918400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.65903439074900	669.1760442492720	0.0	0.0	117.30599565082300	0.0	0.0	0.0	0.0	2688.1625937575600	0.0	0.0	0.0	0.0	0.0	0.0	126.09431680773900	0.0	0.0	0.0	387.62070720078400	0.0	0.0	100.67656717019900	0.0	0.0	0.0	0.0	0.0	0.0	111.04024483550100	167.61115825902900	0.0	0.0	0.0	0.0	0.0	0.0	1814.16475622803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.89789029535900	0.0	13.287097881607200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8666303807521700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.8318728865940	727.6018485602560	4.533135304796500	60.66100474367030	0.0	0.0	0.0	733.6205703715470	97.50610178326330	504.8960641976610	620.6242408737580	2898.0706953120600	2595.868937936660	1395.4121960704000	212.0027560330480	0.0	2085.7743725231200	73.55007419341160	0.0	0.0	726.914347818653	0.0	33.5913324673171	0.0	0.0	0.0	71.93980492336270	0.0	43.12985958687870	0.0	6.665839372580160	0.0	0.0	0.0	0.0	0.0	0.0	57.34411056950700	0.0	79.90646923100760	0.0	0.0	0.0	0.0	0.0	0.0	54.855474452554700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.13447912813360	126.19892167276600	0.0	0.0	0.0	0.0	0.0	49.569788187212600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218.75672964387200	0.0	0.0	0.0	42.06656302344010	52.763185634284000	0.0	0.0	75.0022657976447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALL-CHORISMATE-PWY	627.4988841934760	0.0	0.0	0.0	0.0	0.0	630.9339615842810	320.6437075331920	1218.8015818327	347.62688274563500	1114.2505090915100	286.81066824192400	1700.992038755250	0.0	146.88241095622200	662.0193052598780	470.58102159305400	551.0166999826300	214.2046141837010	383.07873364795000	0.0	43.45538524848810	1530.8531570182700	0.0	449.8775535282560	306.0367739461010	236.61613237568100	284.05778008989600	0.0	225.73356580340200	0.0	0.0	0.0	0.0	823.1772048666020	0.0	0.0	2937.183646903990	0.0	0.0	708.954686625578	0.0	284.60260250171700	0.0	333.38090435056800	0.0	218.1547730139860	0.0	879.5144775851010	0.0	254.28457823245700	122.07355431693500	0.0	0.0	128.16528988314200	219.40743025144900	122.64561264352300	0.0	743.0840496208300	0.0	188.91906749961400	0.0	1351.006793078320	197.925384169021	0.0	0.0	0.0	188.4641262335060	0.0	0.0	458.0578412193640	486.90665706089000	0.0	226.1255297015110	0.0	0.0	0.0	1037.8766572272300	0.0	0.0	1908.297043666160	0.0	0.0	0.0	0.0	0.0	247.2350376626730	0.0	0.0	670.9160023603210	183.59737961289000	0.0	0.0	5624.08437337359	655.2031945415360	735.5614286136670	0.0	1700.0339989971100	229.34254835592900	1736.4438294581400	0.0	109.17339609034600	0.0	1204.3235690849200	0.0	0.0	333.21001335302600	0.0	0.0	0.0	0.0	0.0	1675.111429991340	0.0	0.0	431.98515672867600	215.8096930104450	129.14817937468200	498.04639749140700	0.0	0.0	0.0	0.0	0.0	321.911580778261	2161.052126481180	0.0	148.82658012130200	77.29972160449760	0.0	114.44807799311600	3761.823631936390	0.0	462.33618758928600	0.0	0.0	1559.661355203060	2391.648418924830	415.9692185869680	0.0	0.0	144.52400417238600	0.0	310.9312693718140	0.0	188.9884751415520	0.0	260.6261147076390	0.0	265.2435112185300	0.0	448.20531023057300	628.2635880410320	310.5789597462410	575.9252033550550	0.0	155.62033710726400	0.0	0.0	0.0	405.51815408242500	196.75454984072600	565.7487959537340	0.0	0.0	0.0	599.9366163550880	3778.3795685295900	72.49923568032640	0.0	259.4728489070680	313.79657393679100	945.5087778662010	210.62123090204100	1156.2680595620500	0.0	0.0	0.0	83.41491974670870	0.0	0.0	1154.444655113140	784.2573441962640	0.0	154.1351074290320	0.0	0.0	0.0	282.56489191620400	1099.4713555147500	0.0	139.25482243782200	0.0	693.9763370606990	911.0615301530380	0.0	0.0	0.0	101.12434624277800	213.62011979723700	0.0	0.0	1248.2875756980800	639.1692552838550	0.0	0.0	0.0	0.0	0.0	0.0	975.5075904313490	287.17209938287500	341.4434349594690	183.74649077742000	239.930775095852	0.0	0.0	1027.458465466850	0.0	0.0	415.7325008347180	321.3348330002410	0.0	286.5302338119400	118.66105897047900	0.0	0.0	223.46004196833000	885.5652879157310	0.0	0.0	8697.752466681890	882.1034102819660	0.0	3532.021384057110	0.0	1199.1566578641700	11100.22594068590	3769.483358450480	226.10744693526300	4187.876372794110	538.3665892466620	1683.2373206135700	516.9542145302580	3221.025446511300	784.1420137877090	714.7484862375150	4721.271927987320	3718.8791815692300	0.0	2769.0190804967000	957.4494373359250	429.2516888263170	99.1279157034589	3852.833541329880	699.67487030937	0.0	10956.984560221300	0.0	0.0	2033.0139411847100	0.0	0.0	91.19347917318760	796.8805147571100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.918003208078000	1013.5454496017100	170.81971289198000	0.0	178.91928967136900	0.0	618.5732466516770	0.0	0.0	518.6161602358290	0.0	0.0	578.3035909162740	476.54806326330700	227.24349156275100	0.0	0.0	429.3112667019220	0.0	0.0	1087.6634747559100	0.0	329.14041390554100	0.0	0.0	0.0	0.0	670.3027419328180	635.9272914433600	536.6453286833270	1016.207123863810	1206.4595892252900	0.0	1463.9035472726900	1265.5539518613800	2215.532597937970	1211.2432117853100	687.8656628070410	909.1831783618310	1623.133776522910	0.0	796.7337726477260	0.0	4223.895419174280	1056.0343539796400	934.2530419806620	0.0	663.2734678046830	814.019681546939	821.740769739116	599.4900003654960	1299.9128813371900	2761.1504804868600	1486.2094279705400	913.9452269241910	718.9432598907200
ANAEROFRUCAT-PWY	19008.296719539400	26664.865711683500	11742.922647193500	14495.065400982400	4970.713906854940	20747.932751454900	10276.390323616700	2806.108122964850	6055.277436420440	5601.845022058450	32178.206856318700	5211.504870354300	17429.831661550300	2626.3361138651200	12336.050419488800	11045.040617619200	33240.658207080300	10088.910030292900	8345.67686902383	8375.076685824530	8427.176814358490	3340.903552446920	22736.098427449000	2034.3423451727100	7889.438026967030	36098.86251400170	11637.219741376400	3619.1006549163200	2123.624180152850	57291.64689685690	6967.044587399280	8113.1294007233	25609.066221317400	38764.77780343940	8953.74859721498	16289.918309443500	1530.9054453380100	21425.303366223100	2408.898848613580	7000.464765972580	20318.43793035190	57361.870595746800	10160.276747586300	9570.821543856330	6529.814985257960	26285.46664790370	11904.639268591200	2733.7640524093600	29360.25191260610	6114.4512295571000	3524.0894023045300	9027.330487247230	13848.486958927100	8849.891560534900	57247.29049392710	5057.5697204815600	14994.688486061000	7132.394006521870	16460.52181137260	7929.982509326240	6951.911689406580	7038.653014964390	39990.83228281860	7482.013683196790	5015.809584883620	37632.08583759030	25864.530035489400	9429.193435060470	4003.775521955220	20386.79572689300	47272.527715124400	1059.225976913050	9667.62697690521	19275.703306720600	31413.055023113200	21876.9530296124	14552.04296787480	5700.028560070090	10305.673872559100	22706.853782752800	43355.97016736340	4445.176088564730	7040.82194867148	8941.71735210135	9240.100036800010	9397.549453123310	18261.322551904900	1517.2158351638900	16741.576319260600	10426.06409456300	4477.506323976460	2093.2643024119300	5687.618898312930	32935.06789114610	5504.373836757630	10484.225296555100	1703.815430813470	11291.197492139600	954.7084647857910	11076.288739521000	35733.3340595944	1378.7671743355100	6346.2709509082400	16939.84019423250	30996.28375830200	1461.2752850670800	14897.993720571400	10344.278404357700	1141.2985806714800	8675.473561451310	8280.41758101599	2235.145589090430	41500.66818111210	15146.783976108500	12380.908240508600	9370.69597282766	15198.642342726300	11121.185654346100	8342.965548573810	6049.447424986910	7709.052497745520	4065.235302107920	2676.8723696527600	9434.46778707673	19660.53268093800	33530.03116332240	1908.9671417553400	9701.04311192158	16465.13361236600	7260.786995381240	1283.7799355694300	25235.833431116200	1955.5483699101100	9478.338167534790	18244.083702704900	2328.1206118365700	9559.554117517300	29440.31072317110	2286.905590862630	11623.183885588600	6799.2736124652200	4693.484068809300	8007.095264452040	7956.3144739700000	29510.43305864610	17667.81845796930	10092.059991521200	7897.23955758479	4624.7909515583900	13700.377309032700	2961.7824759240200	15327.077019148300	43215.47672721440	4941.776095421040	18265.850345662700	5764.765642074890	7559.235457105880	1620.855494555440	9536.60443002052	5278.682754783210	44447.13686234220	13862.575679187800	5244.012996731310	1844.799939198240	9159.748903887810	18022.545097132800	49908.30837960610	50499.576930227300	12736.350503284500	15653.3390230853	10296.906187152200	22144.782112836900	5890.739286027960	7238.487094617670	36841.670664785500	31922.739228880200	11256.654705703200	4833.0490372183200	28121.56080324470	5725.545967018410	5894.3431534105900	19605.365807436900	37589.48059057980	7151.576756980800	1991.8841278858600	1260.8665680437500	4386.544735221460	5704.0669638196000	21494.302942583600	32205.545374198800	5057.415981541470	4413.084091315870	7327.5316941007600	31867.1066822376	44349.237548772900	3496.7938059651200	7963.334468696160	1458.3829902627900	11310.606718520000	2686.2620698288300	10065.570585684400	19093.887488165200	26396.249126524500	7173.815977986790	1629.6237790322300	3749.588659999550	8811.587939187550	25414.23564460380	9374.902462550300	12687.47761880750	41157.9705590494	3057.483887346050	24029.85429514440	10791.48435899560	10578.105525250600	1305.8169806430700	6830.265541908190	9586.065874280670	8426.449624398240	5835.490051941300	31118.87674080450	15716.726257703200	7148.7237372932900	3842.717748314540	5166.7220969680700	9856.657210489500	18863.068619792800	29263.26012458630	55386.45357108200	10595.654124763700	7972.439078948160	34984.014416368700	44267.039182032300	6978.079391360460	47252.017764631300	17132.9327188626	49062.19666264980	48045.95678695650	32203.300410989200	23340.84793501370	52967.07666990460	31452.818048662000	37046.367512062500	14685.586199522600	41817.320471912300	22398.035042923600	10632.09923865840	46752.28806899440	45726.637387337100	1942.9370929297100	44296.751775624000	47299.50232168960	39253.47524005210	4928.803305329790	42623.01500409300	8049.221823726300	57830.92860242170	45878.19142470530	23952.70335858310	6612.62230586033	38148.00161097630	10686.349206952300	9009.003309283130	1805.722841403320	28139.457694088200	9149.677186273650	13279.050328569500	29890.07204359950	61911.45946469600	16494.83860331350	31534.722889028700	16422.392952812800	37643.50651916430	45125.7118450128	42444.794287653000	53295.211690486200	45842.4353256596	2131.178775689170	7553.371761047590	4778.571423507270	4428.383863291180	13801.772425186600	7046.781562794200	5175.500426444200	7951.958268346530	11034.869970803600	38111.37590201020	2398.4213674808500	10890.044125285500	49513.13581752190	46224.31994173440	14280.356388917600	43575.7491973823	19376.706057519900	55764.801073745	35693.9783874262	28713.429832096200	2870.72488184702	43720.25399612140	26544.497663557500	49051.25019331890	40888.13369310960	29988.177211466400	15456.988768218400	22131.14254861050	41594.14914366940	22526.622322161400	24736.46431076960	36812.02924691270	56683.2105514066	41847.96774424740	12027.298297011600	2015.8456582754800	2505.5552083312300	60289.89888766660	41608.95168998310	25530.102153085000	22765.104506281600	41451.664761703800	44913.66422632250	35059.280997667600	46641.503904141100	28850.180839631100	53253.53543371340	64334.35108246090	31825.710094034100	25880.47371849420	39829.846895690600
