pathway	Stewart.CO10spitDNA.Project12.Integrated	Stewart.CO10stoolDNA.Project12.Integrated	Stewart.CO10swabDNA.Project12.Integrated	Stewart.CO1spitDNA.Project10	Stewart.CO1stoolDNA.Project10	Stewart.CO1swabDNA.Project10	Stewart.CO2spitDNA.Project10	Stewart.CO2stoolDNA.Project10	Stewart.CO2swabDNA.Project10	Stewart.CO3spitDNA.Project10	Stewart.CO3stoolDNA.Project10	Stewart.CO3swabDNA.Project10	Stewart.CO4spitDNA.Project10	Stewart.CO4stoolDNA.Project10	Stewart.CO4swabDNA.Project10	Stewart.CO5spitDNA.Project10	Stewart.CO5stoolDNA.Project10	Stewart.CO5swabDNA.Project10	Stewart.CO6spitDNA.Project10	Stewart.CO6stoolDNA.Project10	Stewart.CO6swabDNA.Project10	Stewart.CO7spitDNA.Project10	Stewart.CO7stoolDNA.Project10	Stewart.CO7swabDNA.Project10	Stewart.CO8spitDNA.Project10	Stewart.CO8stoolDNA.Project10	Stewart.CO8swabDNA.Project10	Stewart.CO9spitDNA.Project10	Stewart.CO9stoolDNA.Project10	Stewart.CO9swabDNA.Project10	Stewart.EC10spitDNA.Project12.Integrated	Stewart.EC10stoolDNA.Project12.Integrated	Stewart.EC10swabDNA.Project12.Integrated	Stewart.EC11spitDNA.Project12.Integrated	Stewart.EC11stoolDNA.Project12.Integrated	Stewart.EC11swabDNA.Project12.Integrated	Stewart.EC1spitDNA.Pool264	Stewart.EC1stoolDNA.Pool264	Stewart.EC1swabDNA.Pool264	Stewart.EC2spitDNA.Pool264	Stewart.EC2stoolDNA.Pool264	Stewart.EC2swabDNA.Pool264	Stewart.EC3spitDNA.Pool264	Stewart.EC3stoolDNA.Pool264	Stewart.EC3swabDNA.Pool264	Stewart.EC4spitDNA.Pool264	Stewart.EC4stoolDNA.Pool264	Stewart.EC4swabDNA.Pool264	Stewart.EC6spitDNA.Pool264	Stewart.EC6stoolDNA.Pool264	Stewart.EC6swabDNA.Pool264	Stewart.EC7spitDNA.Project10	Stewart.EC7stoolDNA.Project10	Stewart.EC7swabDNA.Project10	Stewart.EC8spitDNA.Project10	Stewart.EC8stoolDNA.Project10	Stewart.EC8swabDNA.Project10	Stewart.EC9spitDNA.Project10	Stewart.EC9stoolDNA.Project10	Stewart.EC9swabDNA.Project10	Stewart.TS10spitDNA.Project12.Integrated	Stewart.TS10stoolDNA.Project12.Integrated	Stewart.TS10swabDNA.Project12.Integrated	Stewart.TS11spitDNA.Project12.Integrated	Stewart.TS11stoolDNA.Project12.Integrated	Stewart.TS11swabDNA.Project12.Integrated	Stewart.TS12spitDNA.Project12.Integrated	Stewart.TS12stoolDNA.Project12.Integrated	Stewart.TS12swabDNA.Project12.Integrated	Stewart.TS1spitDNA.Pool264	Stewart.TS1stoolDNA.Pool264	Stewart.TS1swabDNA.Pool264	Stewart.TS2spitDNA.Pool264	Stewart.TS2stoolDNA.Pool264	Stewart.TS2swabDNA.Pool264	Stewart.TS3spitDNA.Pool264	Stewart.TS3stoolDNA.Pool264	Stewart.TS3swabDNA.Pool264	Stewart.TS4spitDNA.Pool264	Stewart.TS4stoolDNA.Pool264	Stewart.TS4swabDNA.Pool264	Stewart.TS5spitDNA.Pool264	Stewart.TS5stoolDNA.Pool264	Stewart.TS5swabDNA.Pool264	Stewart.TS8spitDNA.Project10	Stewart.TS8stoolDNA.Project10	Stewart.TS8swabDNA.Project10	Stewart.TS9spitDNA.Project12.Integrated	Stewart.TS9stoolDNA.Project12.Integrated	Stewart.TS9swabDNA.Project12.Integrated
METHANOGENESIS-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.620093324726400	0.0	0.0	519.8785751851820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.053307358540700	0.0	0.0	0.0	0.0	0.0	0.0	0.0
METHGLYUT-PWY	0.0	0.0	0.0	0.0	1.7984343791116600	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.835896136906550	0.0	0.0	0.0	12.474476520262700	0.0	0.0	0.0	0.0	16.987763956885800	5.802173784428680	9.9162988249842	35.59169411467390	0.0	0.0	0.0	178.94007487226500	63.741362950602600	143.81933904752700	54.43085606392000	0.0	0.0	0.0	0.0	6.646153279958820	91.72471280066750	4.994166187662330	0.0	4.9935483517439300	17.47228151351330	0.0	0.0	0.0	2.0791306613202400	0.0	0.0	80.84839032435600	0.0	25.998119623342900	37.453316457573400	0.0	0.0	0.0	27.380128890370500	14.327224575131400	0.0	1.8433802516798500	0.0	0.0	0.0	0.0	172.53729240925100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.678833544804600	0.0	0.0	0.0	12.058501541388100	0.0	0.0	0.0	6.285537370467480	0.0	0.0	0.0	0.0	0.0	1.241302803358650	0.0	0.0	0.0
METHYLGALLATE-DEGRADATION-PWY	9.405244959764570	0.0	31.17378177453200	13.44441736591870	0.0	49.80851235179930	0.0	0.0	0.0	92.54273007843150	0.0	14.69844261872700	7.999531713816430	0.0	56.380562432879300	0.0	0.0	2.676067280378160	0.0	0.0	0.0	2.3470321667544000	0.0	2.946996788252500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.791804526917730	0.0	9.998568576972270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.756438313827400	9.999212315913310	0.0	0.0	67.258217335979	0.0	17.543485670576500	0.0	0.0	2.947006725608300	0.0	0.0	0.0	0.0	0.0	5.8760553000372900	8.283696204725230	0.0	8.403909899618350	0.0	0.0	0.0	0.0	0.0	0.0	7.4990688327135200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.587179698570100	3.3778618037898600	0.0	14.114053047132100	0.0	0.0	0.0	0.0	0.0	0.0
NAD-BIOSYNTHESIS-II	4105.934235857020	570.0112608386500	7481.687096080240	10092.823069217200	822.023792044156	5157.328000785940	8382.664135645110	1153.0409873477900	998.8131408013130	4436.654665522220	588.091648511079	4799.413497467700	10816.509272299800	771.4223034280720	1928.3567942144100	8586.160179973230	720.9674336948780	3574.7105761558400	8911.78735515476	2051.211383860920	9542.830767702270	7965.799350960400	656.9674211802600	9213.452807112940	7496.122843650290	2102.142830662410	5539.34046697179	8217.314175949270	986.0524784990640	6055.448464956410	1175.8796976474900	622.8948631379580	304.08978352333600	4785.198244608600	709.3149837019470	1783.2950111754500	2508.2765497917700	649.8189009782830	3066.329267139620	4366.279906505270	557.3664690021010	7352.4155937773100	7811.609861633230	1031.9764328311600	16370.204198286200	117.59182132835500	710.2358928600960	1976.6126226441800	4511.257929202230	645.7369889336140	175.46723477688600	16616.002008267100	506.5357371749980	4919.0679107987000	6823.463541262660	514.3200489811910	8377.61408686275	794.7151532291190	1034.3276293625300	417.0630160119600	5894.6417945263900	945.7640725448440	4782.342142431900	410.1949478510400	688.6572537954160	317.7580724732650	2005.0268559266200	738.7523090783440	476.824385650692	855.6304478856890	291.14478886828400	1020.9250006732200	552.7455304703620	415.21039015720400	184.4452685839890	4297.100850054140	1303.0239849142100	273.19636870320400	6744.908648719180	67.37951061924610	2495.0035345470500	3999.7780327493700	1068.9786013534100	2895.7477581338300	8581.290830702490	953.8762401539480	3010.8152313575500	1649.6305759303600	351.73703454801500	996.0048160812580
NADSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.840281268076100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAGLIPASYN-PWY	9760.89983178486	1814.8629747583900	7949.244486738660	19810.55112662130	3168.0629927158000	10102.928667987600	24397.581543921300	6495.2804428686600	1496.1474917621800	16391.974769419700	3598.6465371079	5139.638390869030	18696.68955859870	3090.197693233150	2592.346676739360	24202.023960067300	3055.1065106210000	10591.825833862000	21964.07730476910	2593.8512152715700	10725.9645849106	24350.40293726200	8124.404866261320	11731.934078252500	27546.919305115800	2978.9179600611200	10071.981178270200	25039.303196676000	4896.771075936320	14298.896936788400	5119.375037269400	3369.390811542860	2695.280000396120	13664.06964301210	6226.17027394401	7105.08905455206	18119.346031327900	3622.0276373496200	5120.738418721650	12114.763355954300	5130.6653266211500	11163.036580257100	12387.379616439000	3717.344349433480	15545.582271885800	10169.881772935100	1060.071381752830	2880.793991459570	20157.54411694860	1893.071979922080	5926.039907659040	51493.69074498460	3530.3267327836900	8974.117180240020	19291.068750863300	2329.5289410915800	17901.372228947600	12165.641851825400	2624.1211778464900	4338.249372730780	15034.418590951500	3606.87983572309	6965.204661967190	8838.19916382409	3193.26041122641	1824.3267913912900	7548.8590728780700	2079.4826099181000	1499.7089982048600	13815.100663988700	2054.7860200062300	7272.033952012950	6106.30282178697	1879.4296230577000	868.3914886825770	17721.23801508500	2819.3281796201600	507.08859358228500	9299.88031375642	1297.8883629402100	6987.961374477130	10395.79216992890	2353.1324592070800	4413.5020123064900	24307.25982430740	3309.968146279120	5035.468993317080	11288.816979399400	2458.3615664893900	4349.917390276440
NONMEVIPP-PWY	15558.950848026000	11315.058836422700	9690.384245845740	21172.662519215100	27687.713925621000	11980.012412612600	25419.912138533400	17981.839734624400	4774.976635275650	19585.03620522170	24026.889494457600	14533.639448347200	19093.565733991900	16775.351993812000	3738.0496411384900	27038.55555197310	23911.708418273600	13530.257366473200	24153.01257105710	19992.020072328900	12131.431891309300	26149.000725262300	24904.2154496426	14164.58754735360	28907.25772278270	25521.202350328400	12528.778063517800	29003.10486391490	26147.557475763700	18387.767239621600	7975.948042042060	16003.733343781700	7634.857435004280	16530.788090947300	24262.72869395240	10231.67963695930	20756.483658340800	14950.407536968200	6277.533205091680	13877.507373053700	19281.665724676800	13407.51219252020	13835.815719829400	21810.7991946926	16488.64127701090	12783.352187698600	17349.162632521200	4147.982367020790	21714.189819121800	12601.967887377700	7441.172061831650	68941.53938549240	19864.156433913500	12827.17743422550	21856.479893114100	17078.405446795100	25608.948907032400	16729.25018348370	17302.727893799800	6162.164978958230	16984.653308070600	15462.607269604600	9335.408850335770	15309.59096831740	14551.538398466400	4831.640741182340	10769.17690008130	11404.72752071290	3663.521760717160	15053.640610412500	6642.320911660840	8282.108715631010	8547.727990101950	7078.555497545240	1998.0658517175900	18101.568210415700	22159.961211358500	988.1553807395740	13012.504737315100	7370.325565040870	8535.773528341380	12077.370652139100	15382.564945442600	5394.979327034920	24882.38365531740	21633.410609650900	5664.94126854693	13620.77554195410	9070.620872019230	5728.068758623160
NONOXIPENT-PWY	20844.65624342590	16109.310331650500	12331.451882869400	25339.415280200100	39246.02078921050	16753.6878329315	30494.351094798800	25301.472766512000	11584.04277853350	24408.57816028480	34321.902347188200	23688.967715001700	29507.21445561770	23692.832254141300	6196.549540039600	32922.08991348080	34526.93551073970	17991.144736818300	27865.796261600900	29017.32857955660	16127.225503920200	31139.057952194400	33570.48063783410	18573.94917439720	34380.29104546720	39589.07581747120	16887.088773818400	34783.93586199600	37648.226157949600	24271.399304111900	11622.492572728600	22923.46547349980	11483.373008778900	19719.96474636440	34378.827744136200	12547.762062945200	24608.350286965500	21585.137685319700	8433.703453410740	17403.725573167000	26748.282298166300	17179.516190469300	16229.453687611200	32616.719290338800	17940.619661330500	19188.849552419800	26698.8418367335	7740.931988969650	27541.514996334200	18419.84897808090	11792.522928075500	86207.63747099250	28543.430860437800	18256.97912000030	27392.66758935400	24939.7776224361	34892.54955516430	22385.406983225700	26498.68693646880	11932.663378058600	20050.26700055130	21335.100347474500	14214.732648510900	19925.329552244800	23037.52958894820	9693.114339498880	17424.536732215300	15750.952796073700	8793.014014163640	16785.62501247620	8642.94241087722	10668.482049402900	11718.873340450600	9680.79539762405	4854.533555026480	20462.227216478600	31603.642777772200	4077.452944920460	17495.172295984900	10482.354000168700	13691.07413506560	16246.94409037640	22116.90864423560	10775.617566463000	31820.599994116900	31931.11217063120	8103.285078590800	17299.74389766060	12017.403834552100	10254.59697130930
OANTIGEN-PWY	12711.927930040500	8563.043067208900	6788.54647524298	14744.686921962600	20670.053903615100	9864.940071476950	18352.606061667100	11462.236037824300	9770.316330298590	13646.218144883500	19090.015034697700	13276.134337934100	15393.40387333070	13408.496917293100	4208.358564701470	18724.724027589500	20327.290298360100	12895.54995591090	16850.206632881200	14080.981747425700	9704.380593134550	18606.519700402300	17572.6715568463	12212.86498629550	17988.523850301000	19435.61190245130	10359.718071608100	18406.068194340600	19847.38666554220	13866.15494918200	7973.592259908470	12264.890813402500	7676.9556556198900	11132.819707556800	17412.980772226100	7498.420714100470	12505.725766136700	11534.358063002200	4642.395428496170	11862.957356021800	14764.099411926000	9203.184648580920	10544.708735442800	15166.651316860000	5369.581307936530	8487.35497957794	14597.309102834800	5404.823379962000	13417.747437374900	10053.562298620400	7339.173535647120	48792.68524596200	15766.345606727400	12159.948501412900	16181.119545642100	14237.778177372500	25456.637506730100	12068.585591463500	13249.30721969020	8320.094212769810	11404.79916610870	10739.219303456000	8593.183337856680	12415.21101524000	10457.351731471500	7269.386115208760	9156.146925365830	9143.056477296230	6678.712446726350	7632.658408288400	4498.398892314420	5546.136253525990	6840.2381516364500	5303.4844058999900	3424.8496230674200	11090.549491737500	16215.633975108700	3359.0659778379800	8282.878045662450	6172.575168271640	7136.6326661704300	9342.476287400970	11389.378982077300	6732.424988465920	17751.50119404150	15398.160770699000	4585.039382295230	9504.009251032570	6833.068705475240	6462.05894269554
ORNARGDEG-PWY	0.0	0.0	0.0	0.0	1.7493876441169000	0.0	0.0	0.0	0.0	0.0	2.9151681798870400	0.0	0.0	7.567792553611890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.16887617117010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.729641150860200	0.0	0.0	0.0	0.0	0.0	9.00928214458821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.900701408031680	0.0	0.0	26.535791620552100	0.0	23.342094256343800	0.0	0.0	0.0	0.0	18.87636487525110	0.0	0.0	2.610105656391310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.743825447373210	0.0	0.0	0.0
ORNDEG-PWY	0.0	0.0	0.0	0.0	1.4964980544747100	0.0	0.0	0.0	0.0	0.0	2.4970421202082300	0.0	0.0	6.35201401050788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.682379718605500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.80822826808230	0.0	0.0	0.0	0.0	0.0	7.824175824175820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4942422846614500	0.0	0.0	22.676847892486300	0.0	13.394678363439700	0.0	0.0	0.0	0.0	10.770575176589300	0.0	0.0	1.4993926305844200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993368700265250	0.0	0.0	0.0
P101-PWY	4344.048375386900	0.0	514.8899985646230	248.7731579170960	0.0	389.15724539408300	1253.9550309813000	0.0	0.0	2133.141054692850	0.0	785.4384086934420	738.2217032630210	4.995494894880000	1301.5489397680000	2019.1941618963800	24.94791633107960	432.0922243227420	1330.7708730725200	0.0	1191.4533303877500	501.2463845443660	0.0	606.5451852098070	708.3067755069480	0.0	1672.8152747337900	4429.495240660270	0.0	3688.099449061350	218.4522270501020	0.0	271.95972189640700	3410.16479677989	7.48968972509661	913.263472077876	2788.707431401950	0.0	884.3187942804500	496.87869963637000	0.0	253.8687615192390	493.54565027364900	0.0	102.16481541742400	498.3286360805190	0.0	1223.420339135690	478.0634035545270	0.0	0.0	9308.845644792710	0.0	1282.283125490090	731.2089378720030	0.0	1233.7913625229200	1976.5147128438700	0.0	573.729868601117	926.0203290134460	0.0	511.7911552226560	5460.339417624300	12.484736560718900	1930.2708105075200	1466.2823561817300	0.0	1348.6051744254300	48.17774448627850	0.0	293.93509874733500	758.4882632123720	0.0	217.82652982480000	94.08265347044650	0.0	26.678008906310800	248.986834414945	0.0	886.7233083224600	492.49081661345800	0.0	547.4530648105410	1320.4038196305400	0.0	472.07681642577900	1151.7207702006200	0.0	498.0117937190700
P105-PWY	9934.260356705230	3547.515334731200	3191.656172963390	5908.616306635630	7603.72979286013	5357.37682505828	6940.5064493497200	185.22292486686600	5127.977572437920	9425.545923450750	8644.790305447160	15636.389354705700	4817.612870633880	5463.592864450680	3178.8164739944400	8528.863828914550	10170.351261110500	10504.46002573530	7839.481218157000	958.3975669481460	6083.622845461110	8463.9756382858	3407.0731591459500	8792.713283119970	4581.587862604280	4406.46552056259	5610.306720750590	11411.880328208800	4318.875949048950	10725.814356549100	6326.4559084946900	5648.785237316770	8605.063971775800	7995.95410405787	1221.1079469572	4026.8449679958100	8510.71452483211	378.0015125291150	4189.097824527780	9828.031589326240	10825.587882839600	4925.20918648286	6731.210545296470	3085.8296108759100	3473.078808266250	2435.892670119420	264.91989023051400	3456.541750343480	4674.643933633320	3993.1352513221600	4323.456999498050	29502.82999273450	2472.8950973507300	7603.975817354700	8294.96261954613	1757.4072081398400	24900.7163168697	7794.630149484190	8830.31697743953	3029.0445078873000	5083.898443660150	871.7470191192930	5468.919831404700	12307.297813702900	5230.985607868880	4625.124883496690	6281.648213030250	2195.338819468490	3014.375244122450	1691.8093084239400	0.0	1626.6805548119900	3488.5663247743200	2184.080907100160	1668.653842521290	2137.85094221363	865.5810075267820	626.8023539101190	8174.0766468165800	2679.3548329134800	4310.71360806346	5038.728414091870	2076.0256934937100	3466.5994279988200	6968.503461472420	894.2088530316250	2183.5100234273500	4259.140318269090	398.41769565396600	2006.8672336330600
P108-PWY	10521.853665057500	2967.1948575454400	3476.4917632167700	9404.224074414920	7321.105326978500	7182.548308597070	13950.00960947250	9300.937114829660	4537.92959764911	12023.50322087080	8890.058245268250	14665.732305093600	10377.736220171600	6554.872181268070	3159.7406167788200	13741.674881001600	8577.985354347310	3291.3481178782100	13345.730111639700	2453.809731204910	4826.0702405662700	15335.857093500900	12648.250616295600	7073.718106928010	14992.539108171800	8282.896568387530	8256.717804412050	20447.62690788600	9438.958330178040	14324.627387842600	6434.526977767820	6836.355642783990	7754.674123974560	9736.36909184635	9733.341100518540	5498.28444599339	15427.448052360800	5700.740193674150	4749.808792075880	8115.166542798450	11118.568589991600	8153.296014862750	4054.2027525449200	6241.025033388370	2790.2117270220900	4254.01842954158	1230.8165941308900	3499.0546035245000	9654.74869727341	3612.149758431280	6669.118504825390	42365.996282050900	5552.951368768300	7224.128773195220	11740.172185170400	3580.606340887100	17536.330698598700	12006.505796799000	6692.045962993820	4444.341543614190	7338.543815637410	2034.3290979028	4648.850648083150	13557.022147766600	7876.9957469509100	4685.148015815130	8050.518322443350	1772.7115086607900	3001.3812164676700	6576.097042222840	881.7131531545620	4380.370065984190	4758.192769686540	1865.7582451341900	1815.3438369280300	11117.356237571900	3898.490933029590	725.276821965562	8482.280997902320	2708.5759419192800	6873.588823907280	7982.195767687340	3190.2870934124800	4169.837404109220	16574.207467884700	5761.3610522167600	3761.5510349970600	9025.693450440800	1022.5552429189100	4043.0732661934200
P122-PWY	4998.723744347260	2034.1950947146800	962.7799572176810	932.1891934872620	4082.284659304470	1532.7805401668900	1875.653736057050	1203.160329965440	83.52887846069300	4431.667822132400	4471.985952651390	9600.48767599749	1293.3652733442000	2648.8298835461400	1485.2687751559600	2970.0946102271200	5131.425639271800	716.3423365641430	1993.3523353375800	1832.845523087820	364.3526142744440	1249.0740794373500	1501.6430220186500	779.0573224752690	1264.0399066398700	1764.894451150200	1900.200559815930	4598.138947500860	3916.1756749037300	5493.009046262880	1573.773175445740	2811.773283640440	3477.1847395528000	4041.8181191739300	1967.8788382323400	1280.214089538700	3498.6005250692000	695.3032301033780	1491.4465135883500	2179.4381593325300	4568.533652853820	1750.4688348017300	1471.8393950177500	1062.511294921860	1538.5644938671400	7883.306272095340	1749.8756990699600	2377.3117789421800	775.6951561663830	2441.9638622267800	10.491315693576500	12897.349289761100	984.8058229306960	1105.7904184370400	1725.8441820145700	1108.2333498503700	1766.2730021494200	5672.816803202220	4249.362060107420	1279.6031194967900	1665.0096857882000	780.4030204878120	1562.538093693230	6445.037605125770	2621.3336200563700	2404.773022885010	3754.3636964040800	1342.8188487308000	1911.5127282448200	152.0295720075900	226.06234596846700	492.62380911002400	3181.1381652087200	767.7442835561770	573.1123368047450	260.84713688980700	679.2829794648850	38.204288026175200	5165.573315449450	1144.985159308850	1213.8870319328400	1047.265172588770	1529.770293594580	1160.0782378875100	1913.2666827818400	859.8192103071750	740.6892787779030	2296.777978108640	277.9685539002950	1147.932183933370
P124-PWY	6235.69964712751	2721.8470931121300	1066.2125973716800	1064.3771906014300	5307.0997175136100	1750.1083942848400	2213.3003078956700	1417.1793026606600	95.38852493166490	5555.093669262080	5861.027973156040	10471.200452543500	1541.1165069419900	3334.8334865025900	1728.2311472679900	3524.7211428597400	6618.663156139150	819.8124489953570	2294.3500230402200	3255.743156091450	413.0520937612630	1445.1166287184100	1752.155461459360	881.8303676005560	1493.5440650236500	2118.454781859220	2172.3458396471500	5464.328856524340	5260.414923150160	6414.874678804280	1822.7907194798300	3724.295631712860	4309.271810285080	4971.735720550830	2444.1040017614300	1510.224220521000	4398.157740253660	818.8711037176070	1657.8225303827900	2519.1165769572500	5546.892087243240	1956.7118628876100	1653.553022701050	1411.607901169040	1598.758361328240	9518.563161526510	2537.1745179220700	2805.7729908783600	928.8106130789180	3304.2698651508200	11.988904058035000	16115.844558210900	1186.2503641526600	1271.2348690155400	2042.021005784980	1398.9284691695800	2018.347521626180	6914.513611965230	5448.932847742420	1466.6228723303200	1933.128858903530	1161.73100613345	1767.3242900278200	7645.18855294771	3206.573263223590	2690.543942344090	4635.482994666200	2047.8801445255900	2153.2926574134700	178.25416011308500	329.34700603449800	592.3399961497840	3968.0803291183700	994.3680854307860	646.2897307145940	299.5739565028170	820.3272923258150	43.596486501434800	5724.971826274400	1494.4759202966900	1389.7050495408600	1204.561965763790	2146.548116536640	1324.4961396069100	2265.8940838697200	1029.343768664170	839.6675719438740	2854.073301406340	392.74972382422200	1326.0911785371700
P125-PWY	1868.9745447171000	167.64211865113900	704.0366978081460	2985.2556952257200	99.31819004282620	2405.791074785760	2719.1764526422700	82.77711585329580	91.61511237794090	1686.0298001662200	231.96000170034900	1167.2681146833300	5012.181498772220	37.67522089899380	1114.9629526642900	2433.837024354380	287.8010632427430	2754.6936151795000	2241.379414674770	42.558995622983100	2150.55348899542	1733.972524314870	288.3286729593570	1674.0016879734600	1516.936755451510	23.112378247098700	1573.1450571043	1726.738772594460	193.96543040151300	2611.289397302600	898.5331923706970	264.9675356138240	416.0944389074530	1003.0920993790500	239.5025330305900	921.658397268517	964.5417091047320	0.0	1494.00162692259	1677.0254821064700	13.679487338542100	1486.4563330419500	5065.1045993351100	34.174465572763300	1463.2867900720000	778.8997969381240	179.35527678407800	2052.232974744210	1957.1829804373500	198.8034522579610	60.67872120674660	5233.156710510660	45.868944231770900	3636.0473766214100	2252.0849871484700	16.559139805183200	2693.303697234410	976.3136921017240	443.4939989376690	1198.9715361519900	1274.2077472609900	10.335171961902400	1173.7888365628500	1046.4737388480700	117.98891205855000	1057.4945663272600	1048.974097211740	171.43683690139900	610.9677937878510	238.58095677515400	3.5998747058342400	566.1345892021510	598.4328170372690	0.0	362.2335825613830	569.788362734528	75.16666314322710	76.62448503500590	626.3551135440490	4.319868406133600	915.6259467552840	1238.6734090641500	20.54034540272810	1739.4146645617800	2154.228941835520	0.0	872.2823328142260	665.776717817984	11.2913162129083	517.8537854603320
P161-PWY	8990.458613790280	8965.07408549673	10244.45318566400	13876.993411573300	20814.420615961200	9738.568768363670	9702.764639826210	9948.784789720440	11322.056042538400	6896.874431175990	19647.686790741200	13393.76861875040	9418.616791403270	12575.850855194900	3899.9965817264000	10672.344903522300	19851.44021417260	11206.10396592600	12768.64592523430	15765.577199860100	15654.133173831200	9279.419950029310	19987.15415833300	14656.175668688600	7782.911836907540	19459.1048201046	9892.103592909250	11725.183092150400	19734.515509813600	11160.443089770900	6490.501551188840	10097.971409180900	4758.12193498418	7128.5337178812000	14393.399592821100	4457.811515707890	5533.372500844210	10065.080879200700	5848.530086184820	8053.547751602610	12844.76508164200	11366.966731454000	14379.104939332600	14700.256737205300	17519.383258283600	7776.842499507730	14969.04273908970	5334.76715776938	3876.3901294405700	7081.869296868400	5385.6669363596900	23706.363479994800	12252.895325331000	9539.962638431020	8060.126089839310	11522.334308341800	21837.31824507240	6712.886611276150	11508.824417137000	7574.82847539056	8626.65679638198	10735.114807610800	10287.974341197100	9942.570746648610	7247.002484160010	7919.688585869860	7164.141612447600	8901.942415247470	7741.860424740600	1507.8441777581300	4071.3248007387100	2310.9873372058600	5420.603134190570	4844.202123600110	3838.012957836260	4918.984831262070	18029.868932575100	4252.710303769270	9099.881067009000	4618.8505160548300	6649.143211980370	6465.014638784580	11462.065444080800	6770.255660589560	7707.502092525280	16598.52239762280	4416.9654200913500	4731.561333621480	5054.231772399750	5657.131751173790
P162-PWY	7110.929567557430	1061.2494264470600	1409.0350251086800	4273.907325136600	507.4725817979690	2916.794874691800	10036.797156646500	375.45530478849200	222.70444259545900	4120.770856880280	638.8228842829860	3250.2723966032600	3440.8153543651600	245.46915684834600	1400.847927732810	6441.509455536280	436.5500316968590	3019.935591534570	6904.615680509060	323.32515279160600	1116.2505985075700	11642.529567947700	1807.8800279915700	2648.202566388910	7360.9776326358300	804.2670918467640	3909.5544878751800	10381.406669295300	616.0842732201690	6334.13804737418	1342.0691291057100	2087.3793752050500	1235.4778307617600	4526.261496405400	469.2551356325280	2505.517854714020	3880.479223226780	297.9183669436690	617.439956550163	4569.369608112760	0.0	4651.976144133300	1601.7942045975700	520.6155962571810	969.0778209437680	1178.838903658350	329.2674154730990	1034.2405370873000	5266.787069250460	1793.0276715047600	218.98264737912200	26693.864590700400	1058.9790919247400	3336.904379849520	8046.741569884170	376.61611229482800	5122.1943669956300	5065.656719837640	1523.814322294030	1530.2714945044000	2579.171938046050	359.52066244884400	1379.3685492911700	6330.889344490840	1975.0210530709000	1643.5932501988700	3333.1300148298400	269.0327164880040	1503.9278060974400	2728.270383177690	61.86527024469330	1600.819767278320	1219.6432548846400	118.07947838358900	103.36612211935900	4444.582578187930	434.0304646670900	188.21906340890700	1557.1553776677100	247.56617680339200	1266.0833165584800	2722.8186111879000	275.78490879285400	1281.5252318066200	7195.564724536220	322.50572508444800	1507.326857867790	3720.3664784395400	165.04552976191300	1913.18190964262
