pathway	Stewart.CO10spitDNA.Project12.Integrated	Stewart.CO10stoolDNA.Project12.Integrated	Stewart.CO10swabDNA.Project12.Integrated	Stewart.CO1spitDNA.Project10	Stewart.CO1stoolDNA.Project10	Stewart.CO1swabDNA.Project10	Stewart.CO2spitDNA.Project10	Stewart.CO2stoolDNA.Project10	Stewart.CO2swabDNA.Project10	Stewart.CO3spitDNA.Project10	Stewart.CO3stoolDNA.Project10	Stewart.CO3swabDNA.Project10	Stewart.CO4spitDNA.Project10	Stewart.CO4stoolDNA.Project10	Stewart.CO4swabDNA.Project10	Stewart.CO5spitDNA.Project10	Stewart.CO5stoolDNA.Project10	Stewart.CO5swabDNA.Project10	Stewart.CO6spitDNA.Project10	Stewart.CO6stoolDNA.Project10	Stewart.CO6swabDNA.Project10	Stewart.CO7spitDNA.Project10	Stewart.CO7stoolDNA.Project10	Stewart.CO7swabDNA.Project10	Stewart.CO8spitDNA.Project10	Stewart.CO8stoolDNA.Project10	Stewart.CO8swabDNA.Project10	Stewart.CO9spitDNA.Project10	Stewart.CO9stoolDNA.Project10	Stewart.CO9swabDNA.Project10	Stewart.EC10spitDNA.Project12.Integrated	Stewart.EC10stoolDNA.Project12.Integrated	Stewart.EC10swabDNA.Project12.Integrated	Stewart.EC11spitDNA.Project12.Integrated	Stewart.EC11stoolDNA.Project12.Integrated	Stewart.EC11swabDNA.Project12.Integrated	Stewart.EC1spitDNA.Pool264	Stewart.EC1stoolDNA.Pool264	Stewart.EC1swabDNA.Pool264	Stewart.EC2spitDNA.Pool264	Stewart.EC2stoolDNA.Pool264	Stewart.EC2swabDNA.Pool264	Stewart.EC3spitDNA.Pool264	Stewart.EC3stoolDNA.Pool264	Stewart.EC3swabDNA.Pool264	Stewart.EC4spitDNA.Pool264	Stewart.EC4stoolDNA.Pool264	Stewart.EC4swabDNA.Pool264	Stewart.EC6spitDNA.Pool264	Stewart.EC6stoolDNA.Pool264	Stewart.EC6swabDNA.Pool264	Stewart.EC7spitDNA.Project10	Stewart.EC7stoolDNA.Project10	Stewart.EC7swabDNA.Project10	Stewart.EC8spitDNA.Project10	Stewart.EC8stoolDNA.Project10	Stewart.EC8swabDNA.Project10	Stewart.EC9spitDNA.Project10	Stewart.EC9stoolDNA.Project10	Stewart.EC9swabDNA.Project10	Stewart.TS10spitDNA.Project12.Integrated	Stewart.TS10stoolDNA.Project12.Integrated	Stewart.TS10swabDNA.Project12.Integrated	Stewart.TS11spitDNA.Project12.Integrated	Stewart.TS11stoolDNA.Project12.Integrated	Stewart.TS11swabDNA.Project12.Integrated	Stewart.TS12spitDNA.Project12.Integrated	Stewart.TS12stoolDNA.Project12.Integrated	Stewart.TS12swabDNA.Project12.Integrated	Stewart.TS1spitDNA.Pool264	Stewart.TS1stoolDNA.Pool264	Stewart.TS1swabDNA.Pool264	Stewart.TS2spitDNA.Pool264	Stewart.TS2stoolDNA.Pool264	Stewart.TS2swabDNA.Pool264	Stewart.TS3spitDNA.Pool264	Stewart.TS3stoolDNA.Pool264	Stewart.TS3swabDNA.Pool264	Stewart.TS4spitDNA.Pool264	Stewart.TS4stoolDNA.Pool264	Stewart.TS4swabDNA.Pool264	Stewart.TS5spitDNA.Pool264	Stewart.TS5stoolDNA.Pool264	Stewart.TS5swabDNA.Pool264	Stewart.TS8spitDNA.Project10	Stewart.TS8stoolDNA.Project10	Stewart.TS8swabDNA.Project10	Stewart.TS9spitDNA.Project12.Integrated	Stewart.TS9stoolDNA.Project12.Integrated	Stewart.TS9swabDNA.Project12.Integrated
PWY-5695	16495.859230484200	6057.788779614530	13059.636309450300	22467.767727502000	13237.061778857600	15232.659757624700	24262.615081887800	13689.723489115600	7292.112557526390	21158.24808070160	13444.987368783400	21033.32951873950	21880.092722620400	10665.919153182100	5437.792276311510	27700.08934254310	14496.802769794800	15316.129142434300	24693.12769554530	8626.795658933700	17389.352662563100	25882.104386074800	18137.72059716070	19216.183960324300	28691.39508449680	11191.472436800300	14989.80564414290	26056.877383542300	15568.601413639400	19143.863534350800	11177.98083734490	10131.697676954000	10582.859687398000	17050.279841343100	17449.040306141200	11749.625585880400	15663.471285618100	9213.451886326870	6674.047807598640	15521.74102487010	16006.95986706990	16010.07825174160	13515.845654502100	12522.85890800230	19430.75042004830	7765.791249034440	5773.1387219964000	6322.952011672020	21469.650253287100	6665.898545064140	9238.713343887200	66924.29226581520	10783.414450728400	16141.155877723400	22317.620060521200	7114.303158031400	33176.21293600840	15319.481171257100	11805.059935850800	8799.329955398450	18156.81842042380	9626.493357080420	13721.575065911100	16223.86909853880	9165.72314117637	6924.5307732931000	13459.222931884100	6981.007982321950	5483.306131611990	14198.912149409000	4635.095769075400	8965.335810993990	10042.270566485200	5211.097903536270	2930.103978480540	16812.861753720300	8388.260684043390	1877.7226205789400	15194.00197987280	4398.1461830833	10881.099991906200	13959.663124031100	8349.193674604300	8480.389454561820	24358.218465921800	9567.297352272340	6970.6543639727400	14131.67653501250	6154.739193959420	7686.621051871210
PWY-5705	304.24106764303700	811.7484888363480	77.03895643961750	529.3374087917520	1501.142999111230	934.7483888414230	166.59808830223000	670.0835667895790	163.3107129241330	542.7536640570550	1270.3701743389500	2715.3773726831100	153.4902896644710	804.9210703298070	107.39500734214400	194.75200000000000	1802.1725804889000	113.06164836154600	300.0695249130940	1266.9421493204200	265.11650485436900	140.99166145825400	1039.586236956750	150.95708128934900	214.16100813291400	1443.4246684117700	188.5585076314300	281.9670605750440	1011.9775835594700	452.7698884940380	94.29223744292240	749.358098244157	214.41792369121600	103.66171153073500	445.075612921728	289.382983329725	290.2523105292810	347.8147951037790	174.44390730305600	657.0945882352940	1726.8548387096800	1106.3139784946200	301.8409531182150	952.677625831005	183.96114285714300	111.9695624603680	498.70429803316300	103.60249480249500	180.72411931920400	925.0310897422370	1269.7486725663700	966.3306401289920	597.4377784934180	181.82322357019100	332.32607005331800	608.6709563003700	1187.039675723920	860.9537112712680	2110.1360693660400	203.2005066250970	347.82784431137700	568.472189517688	504.3199281226350	1016.417280618840	997.0010845121660	397.6906746273250	855.4756887385210	631.0816299355990	214.0374170187090	61.46991346347350	185.82244897959200	102.185552491051	499.63509662433200	505.0500187480550	37.81463414634150	303.54336545589300	856.6868174405770	89.51181102362210	944.1267326732670	469.1067377974660	382.5449700199870	448.08512327358300	867.351391709572	563.549356223176	108.38999358563200	357.50699801112100	109.3237430964230	372.6991900546240	199.8406172878070	207.1259682022010
PWY-5741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205.52707293734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.7537082890947	0.0	0.0	88.34287345291260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.076864691162000	0.0	78.64459950299880	0.0	46.701336701448500	11.844451756763000	0.0	61.92800013442060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.4918658786470	0.0	13.20111233686040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.829109235268700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5747	447.80992406038400	0.0	135.79932278349800	1880.4927774789300	0.75	936.2552184794470	1504.053913309140	0.0	597.5917362801780	266.47361855009700	15.522388059701500	300.4511797636130	443.9872149660770	3.5921052631578900	202.09733442995500	998.6409593410520	0.0	4997.650100027060	1806.1041841391200	0.0	1505.6174940073900	1617.1299890352700	17.505292374863600	1774.786226952600	423.0085590024220	0.0	711.114579560895	457.8010856503270	52.0	734.913589462637	350.944971019434	66.5	41.789310388768500	219.60092480385100	0.0	433.3543522432900	905.7186954351750	4.0	899.6909951078570	3745.641512015260	0.0	1042.2126472744200	3866.361444603730	0.0	953.3439879736250	29.606015037594000	1.25	233.89695655205600	544.9351727732070	18.5	1192.9376927822300	1065.7392415820200	0.0	965.6054643453830	1643.4867665856300	0.0	7664.079772600860	382.9427424598120	0.0	161.72140593978600	801.3084697186200	0.0	890.7465278311930	72.40299154262490	88.19834710743800	39.11560384935110	50.52082310694390	0.0	0.0	256.7287672888160	0.0	77.88097407100220	272.5466215734750	0.0	0.0	463.04050009975400	0.0	7.517587939698490	268.6563921815490	0.0	253.0052547391260	861.5557549959360	0.0	475.7497307750280	477.1276466217320	0.0	93.8233912892969	212.8510990024320	0.0	187.67657179759200
PWY-5823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.610501528087200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.1224959565415	0.0	0.0	63.4850903833456	0.0	0.0	266.5058734909250	0.0	0.0	0.0	34.627425435122000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.42541471079910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5837	4925.00480183719	140.53362613774500	7410.962752423150	11375.78885208580	52.10353688025380	6508.428188319600	8092.865570484770	37.712128017712200	3365.8254617976300	8118.645288305050	631.5305940089080	9975.577752278270	8109.213744159710	125.90664743659900	1636.6154007249700	11010.245841335000	586.0182342959070	3465.663476574550	10980.020033498700	114.65524145095100	9255.74698318783	9926.519583330900	158.59171281409800	9554.720131382140	10965.039624455100	43.62532637184570	7095.187087744950	15652.31659449100	270.4193220845360	10120.042733472400	4893.496737163810	1080.8639609230000	4922.045051286640	7803.406322027340	0.0	2838.9124048198800	11468.653271310600	13.44137668923540	4453.441380848390	5105.383915438140	34.872889593631000	7420.725672618870	7280.021577780050	23.19874120975080	14627.06883907530	10495.210154032700	48.21371830200310	2245.730147241200	5454.630222735310	131.52964307850600	3452.605280231640	22490.483939970800	45.50735862277100	4205.018337452380	6535.800686767670	6.970882796967170	12479.266477654400	9150.629426623950	0.0	3242.08470956744	8465.494048469570	0.0	5681.690205582870	7668.29811329154	2.342696335699550	2653.9704390411200	5052.098096819120	56.099384427180600	1385.7619473314100	3633.721225052	0.0	2907.920743900450	3061.778413749670	0.0	1583.1739388386500	7904.29183100602	17.122891498055100	602.1199463367930	8433.54438134217	0.0	6362.500284947680	5726.2731400421900	94.34837749869670	2931.81095891872	11208.641667562900	55.96288031138120	3693.904717806810	5771.338114093970	0.0	2257.6753068212700
PWY-5838	7307.433388698650	409.91654134702100	8036.411798753360	14856.320783246700	173.29328540028400	8457.71996849504	12569.551770904300	127.46801888751100	3261.8785845729300	12478.796340399200	1635.078714596800	10759.943379617800	11481.569406243300	401.92611215259800	2341.6452912168100	16235.505626927600	1532.8078742827900	5319.733555307280	15338.087172684800	355.323456330382	10250.483558221900	14239.131906899200	516.6211987589140	10881.35993931990	17211.222451355700	143.88401670834600	8741.557654404570	19397.554403292500	831.8460670789930	12542.917826950300	6038.461834170810	2267.768093594430	5426.006479215630	10923.224388119800	0.0	4917.117258285340	14799.13244900350	45.65235226159680	5085.6531725624700	7489.002531489430	117.96983812485100	9030.349049754460	9040.618605508960	78.37657704391560	15168.713366106000	12747.796074473100	152.99247198755300	2975.170051796590	9987.48367473185	391.66592310912000	5156.320785926150	34405.14041025110	151.63666218833500	6476.92130356165	10550.9617659644	23.73259313984500	16171.761841445700	12065.555325247700	0.0	4141.354413699960	11806.949286680900	0.0	6935.457348950240	10332.082673914700	8.014907571523010	3279.4077310103300	6844.51325119447	179.89507248425200	1983.7618396160200	7096.415625650990	0.0	4679.889772659800	5013.035571270590	0.0	1541.5002984309700	11788.729755467700	57.8272497834201	693.0385296275410	10042.081562836600	0.0	7184.336836255450	7902.633636331210	299.78093044590700	3809.261640166360	15833.293993143500	184.49458521647400	4264.675838915810	8544.156450069620	0.0	3376.814858870900
PWY-5840	7447.082105937110	415.783277015567	7102.345904645470	13823.352120726800	173.69225170479000	8399.360698758980	12257.899489111000	127.52003128979700	3746.3542947597700	12259.54357928660	1666.0289306264800	12211.223009237500	11216.901611674900	403.8450790667780	2381.2412408176300	15594.069574112700	1566.5212398480200	5284.382363019030	14671.004237367600	357.4205934757080	9086.031157089160	13989.56465735540	517.6231019444210	10471.052163808400	16454.76940598280	144.29630752587700	8644.891518092010	19133.51361316660	837.1176837051140	12525.653083351700	6131.5036101829100	2327.956921833270	6099.388383917740	10649.969206594900	0.0	4855.291339579540	14507.68088106210	45.67146418247810	4925.040432097260	7461.107513512000	118.05164723957200	8981.523774148750	7927.86934029086	78.43907241165520	9674.7753830942	12949.695009059700	154.0249562212130	3068.4493828472100	9748.88470652569	395.6295302028810	5225.610508035860	34379.50587936670	151.91076801720400	6493.835307738310	10408.298289213900	23.74282519431670	16385.55051398580	12158.053613571300	0.0	4175.233713763830	11210.110305550900	0.0	6814.652498439310	10556.91132373290	8.016996090348350	3488.370876562320	6855.295177899290	180.54013384408800	2070.163946125990	6799.683128433200	0.0	4572.893714231920	5007.377988627730	0.0	1687.522474319280	11254.34465603300	57.877918182802700	721.0766521332580	9960.316966924250	0.0	7212.588379466850	7779.182076021300	301.2940048867740	3848.804289257200	15403.520997258800	184.89276149339300	4179.608619413980	8405.326392361530	0.0	3369.953514469390
PWY-5845	433.6619883764490	0.0	256.3761918572580	832.177080431115	8.763969896565110	478.67941560528	1525.0197318475500	92.4729098160979	340.607238262654	431.0826502503100	14.911040837615000	585.4987504857990	725.5272607073770	37.04337548816050	461.25176847932200	615.0713101559320	0.0	381.9660255534400	2002.0177845174300	0.0	234.99578958923000	2873.024107998000	75.99260707495060	1314.5659469434300	1185.2322981199500	0.0	1589.6446923440600	307.632129673278	0.0	362.5916604860960	276.4902786401800	98.68900087093870	82.97903047044770	384.0985295393910	0.0	117.59515089460300	236.62013997651300	30.95187816857580	274.0319627976250	1992.8105135417500	0.0	1349.5999032778200	402.95698206235000	0.0	455.16277821819700	0.0	14.199655678666300	276.4092182585780	349.52880105349500	114.63012494412500	35.77707485305620	1808.162382790500	147.14711887967300	1457.80892638612	1477.2946616964900	0.0	2637.2345487076400	201.03513169382200	0.0	114.16783664079500	154.21881149727100	0.0	504.87867237265200	0.0	0.0	161.21195608814800	129.8463036745870	0.0	23.76687337706720	0.0	0.0	0.0	2971.4658288729200	0.0	0.0	384.68692277564500	0.0	34.43850323213130	493.4363640257510	0.0	266.8001189767780	444.6780721236970	0.0	531.6736625614440	1109.305482620730	0.0	212.08075774767500	153.59086349366900	0.0	161.06621399987500
PWY-5850	433.6619883764490	0.0	256.3761918572580	832.177080431115	8.763969896565110	478.67941560528	1525.0197318475500	0.0	340.607238262654	431.0826502503100	14.911040837615000	585.4987504857990	725.5272607073770	37.04337548816050	461.25176847932200	615.0713101559320	0.0	381.9660255534400	2002.0177845174300	0.0	234.99578958923000	2873.024107998000	75.99260707495060	1314.5659469434300	1185.2322981199500	0.0	1589.6446923440600	307.632129673278	0.0	362.5916604860960	276.4902786401800	98.68900087093870	82.97903047044770	384.0985295393910	0.0	117.59515089460300	236.62013997651300	30.95187816857580	274.0319627976250	1992.8105135417500	0.0	1349.5999032778200	402.95698206235000	0.0	455.16277821819700	0.0	14.199655678666300	276.4092182585780	349.52880105349500	114.63012494412500	35.77707485305620	1808.162382790500	0.0	1457.80892638612	1477.2946616964900	0.0	2637.2345487076400	201.03513169382200	0.0	114.16783664079500	154.21881149727100	0.0	504.87867237265200	0.0	0.0	161.21195608814800	129.8463036745870	0.0	23.76687337706720	0.0	0.0	0.0	2971.4658288729200	0.0	0.0	384.68692277564500	0.0	34.43850323213130	493.4363640257510	0.0	266.8001189767780	444.6780721236970	0.0	531.6736625614440	1109.305482620730	0.0	212.08075774767500	153.59086349366900	0.0	161.06621399987500
PWY-5855	1730.25197995945	129.67263126480200	7271.789129487920	10940.572346114100	139.91546987370100	5169.982875858830	7429.465378614670	22.281381449129600	1565.0560561131700	2600.9310381679400	407.4191482553680	4156.371465683620	4072.7037352820500	73.88555649167350	963.7809944021530	6517.308463877090	508.2002608784730	8580.487326548230	9528.927596356760	9.965125882332620	10623.062796438600	8583.176488114710	142.87644450306200	10659.55092730990	4948.819038795460	59.36736410607060	5189.991066305140	6578.594052918840	1296.419477527950	5342.972422916040	1187.4650614759900	678.9828058450360	174.00205517810400	3452.5828455895300	170.78777365511900	2176.476966771340	2762.6286512143300	368.627184188052	4196.449482039010	7640.632005931720	24.84966277115290	8117.414168208960	11981.824368803600	14.852568058776400	16843.993523883900	55.11502091443360	3.0878271629442000	601.3065083484250	2032.044549042050	90.16669478320430	1733.1730891391300	9358.077114313440	43.07966197598710	5344.567760475490	5606.154442146520	42.30190227956460	15042.015502856100	645.9188705301730	82.35033019808500	360.0827718993900	5809.692212353560	0.0	5463.21955666722	382.1384817546720	210.3938929022840	102.89244328545700	805.11811080161	240.49735540044900	162.6854007775380	1108.0410294236900	0.0	303.6048389897670	544.7469366899380	6.209933102537510	19.19963500611820	4231.128640328140	20.795441273510400	265.444127109032	6175.832554877290	0.0	2264.2891716515200	3932.2815789558300	29.65253148482650	1914.7248421981000	4918.7581726284400	156.50920862270400	2529.216792917500	1294.1246728391800	108.56465257208800	729.2389791841430
PWY-5856	1730.25197995945	129.67263126480200	7271.789129487920	10940.572346114100	139.91546987370100	5169.982875858830	7429.465378614670	22.281381449129600	1565.0560561131700	2600.9310381679400	407.4191482553680	4156.371465683620	4072.7037352820500	73.88555649167350	963.7809944021530	6517.308463877090	508.2002608784730	8580.487326548230	9528.927596356760	9.965125882332620	10623.062796438600	8583.176488114710	142.87644450306200	10659.55092730990	4948.819038795460	59.36736410607060	5189.991066305140	6578.594052918840	1296.419477527950	5342.972422916040	1187.4650614759900	678.9828058450360	174.00205517810400	3452.5828455895300	170.78777365511900	2176.476966771340	2762.6286512143300	368.627184188052	4196.449482039010	7640.632005931720	24.84966277115290	8117.414168208960	11981.824368803600	14.852568058776400	16843.993523883900	55.11502091443360	3.0878271629442000	601.3065083484250	2032.044549042050	90.16669478320430	1733.1730891391300	9358.077114313440	43.07966197598710	5344.567760475490	5606.154442146520	42.30190227956460	15042.015502856100	645.9188705301730	82.35033019808500	360.0827718993900	5809.692212353560	0.0	5463.21955666722	382.1384817546720	210.3938929022840	102.89244328545700	805.11811080161	240.49735540044900	162.6854007775380	1108.0410294236900	0.0	303.6048389897670	544.7469366899380	6.209933102537510	19.19963500611820	4231.128640328140	20.795441273510400	265.444127109032	6175.832554877290	0.0	2264.2891716515200	3932.2815789558300	29.65253148482650	1914.7248421981000	4918.7581726284400	156.50920862270400	2529.216792917500	1294.1246728391800	108.56465257208800	729.2389791841430
PWY-5857	1730.25197995945	129.67263126480200	7271.789129487920	10940.572346114100	139.91546987370100	5169.982875858830	7429.465378614670	22.281381449129600	1565.0560561131700	2600.9310381679400	407.4191482553680	4156.371465683620	4072.7037352820500	73.88555649167350	963.7809944021530	6517.308463877090	508.2002608784730	8580.487326548230	9528.927596356760	9.965125882332620	10623.062796438600	8583.176488114710	142.87644450306200	10659.55092730990	4948.819038795460	59.36736410607060	5189.991066305140	6578.594052918840	1296.419477527950	5342.972422916040	1187.4650614759900	678.9828058450360	174.00205517810400	3452.5828455895300	170.78777365511900	2176.476966771340	2762.6286512143300	368.627184188052	4196.449482039010	7640.632005931720	24.84966277115290	8117.414168208960	11981.824368803600	14.852568058776400	16843.993523883900	55.11502091443360	3.0878271629442000	601.3065083484250	2032.044549042050	90.16669478320430	1733.1730891391300	9358.077114313440	43.07966197598710	5344.567760475490	5606.154442146520	42.30190227956460	15042.015502856100	645.9188705301730	82.35033019808500	360.0827718993900	5809.692212353560	0.0	5463.21955666722	382.1384817546720	210.3938929022840	102.89244328545700	805.11811080161	240.49735540044900	162.6854007775380	1108.0410294236900	0.0	303.6048389897670	544.7469366899380	6.209933102537510	19.19963500611820	4231.128640328140	20.795441273510400	265.444127109032	6175.832554877290	0.0	2264.2891716515200	3932.2815789558300	29.65253148482650	1914.7248421981000	4918.7581726284400	156.50920862270400	2529.216792917500	1294.1246728391800	108.56465257208800	729.2389791841430
PWY-5860	293.4784015565920	0.0	172.6687404984250	563.4565401330190	5.846752131740090	324.4154236515580	1046.1160664035600	0.0	233.64672612994000	289.91501199794200	9.951311792263930	396.646874717368	491.935912624355	24.759266245019500	324.2592942117550	413.9390469801550	0.0	257.82538460414000	1382.4515074986100	0.0	157.75228082023900	2021.0135595961400	50.83548931618260	908.1120595100060	803.8048218898120	0.0	1118.3149684691700	206.02960488109300	0.0	243.7264592258580	186.77153581309400	66.26659555467550	55.54920803387490	258.5256262927290	0.0	78.82343596642530	158.43867498613800	20.697504492862000	185.5025049307620	1412.7566795832100	0.0	942.0866507090640	271.58537523058900	0.0	306.3771785700800	0.0	9.497723299817980	189.0225485267380	234.7295564801450	77.76284717840520	23.895260166386700	1221.5402869605900	0.0	1027.0553931255100	1017.8151798141300	0.0	1830.867782004290	134.67155644776500	0.0	76.71488922192270	103.17813083219400	0.0	343.8669875057010	0.0	0.0	109.00977698725000	87.012069552536	0.0	15.89235817371180	0.0	0.0	0.0	2304.530140379500	0.0	0.0	258.6246977056050	0.0	23.32137045093370	333.97928810487700	0.0	179.95634372821800	301.06015944468100	0.0	369.24336482193000	753.2920616265320	0.0	143.54864570211900	102.87157755847700	0.0	108.71700229119800
PWY-5861	6503.595320037210	290.41060819126100	7854.8787958212600	13656.366574147900	117.15552372917200	7923.993746772450	10909.998522415600	85.57269280321500	2976.862456405410	11126.012573907300	1234.4887066837200	10139.748783014500	10420.212628909700	275.6432129049090	2116.37127506078	14396.132090738900	1151.245869864140	4282.431260735900	13907.364146968000	245.72775602543100	9775.741025950810	12812.8280882607	352.60732539144500	10206.680069244600	15229.774644300900	97.64183401615600	8184.0087714082100	18166.26119524350	582.7659665719430	11673.411723899100	5637.073654794260	1809.1670562898200	4959.159902837990	9983.76448621736	0.0	4237.090863786460	13573.46624951870	30.571978272596400	4719.2933959578	6434.017474473580	79.11458989148860	8610.333925882510	7966.888191183430	52.58840751318550	14855.723169471200	12455.68266216640	105.7481498230990	2718.7915905396300	8409.15266594832	277.48175661697100	4674.661175049290	30613.618984734300	102.49674857451800	5671.9116155921	9149.612942286850	15.870585672391900	14251.970875825600	11310.76332069450	0.0	3862.0765940429700	10801.4401549932	0.0	6520.168198834060	9494.165970517980	5.348370886226880	3064.026371148680	6262.024616515860	123.45973267600900	1765.5135474249600	5875.305192887370	0.0	4129.978111675060	4379.310098087430	0.0	1477.5430233745500	10573.934480892100	38.8049879636034	672.2197924090070	9646.605806202910	0.0	6968.425613012680	7237.011532004680	205.8267386977500	3562.0330015193600	14276.327743748900	125.34097468778900	4077.825208131880	7679.861140332310	0.0	3035.2810805812400
PWY-5862	293.4784015565920	0.0	172.6687404984250	563.4565401330190	5.846752131740090	324.4154236515580	1046.1160664035600	61.96063218015900	233.64672612994000	289.91501199794200	9.951311792263930	396.646874717368	491.935912624355	24.759266245019500	324.2592942117550	413.9390469801550	0.0	257.82538460414000	1382.4515074986100	0.0	157.75228082023900	2021.0135595961400	50.83548931618260	908.1120595100060	803.8048218898120	0.0	1118.3149684691700	206.02960488109300	0.0	243.7264592258580	186.77153581309400	66.26659555467550	55.54920803387490	258.5256262927290	0.0	78.82343596642530	158.43867498613800	20.697504492862000	185.5025049307620	1412.7566795832100	0.0	942.0866507090640	271.58537523058900	0.0	306.3771785700800	0.0	9.497723299817980	189.0225485267380	234.7295564801450	77.76284717840520	23.895260166386700	1221.5402869605900	99.42117290712310	1027.0553931255100	1017.8151798141300	0.0	1830.867782004290	134.67155644776500	0.0	76.71488922192270	103.17813083219400	0.0	343.8669875057010	0.0	0.0	109.00977698725000	87.012069552536	0.0	15.89235817371180	0.0	0.0	0.0	2304.530140379500	0.0	0.0	258.6246977056050	0.0	23.32137045093370	333.97928810487700	0.0	179.95634372821800	301.06015944468100	0.0	369.24336482193000	753.2920616265320	0.0	143.54864570211900	102.87157755847700	0.0	108.71700229119800
PWY-5863	5420.672933698910	160.2980910296510	6856.717539137300	11571.128607548700	59.5293616252884	6819.324039278600	8743.05869032475	43.08455742418830	3669.2260866260900	8775.683331488890	718.8203158061890	10616.890578101600	8742.134107095700	143.7245844417060	1780.5968587015800	11822.493227385900	667.1916861004160	3745.163139898310	11528.783036147600	130.9181741873780	8314.658632118950	10587.95285935390	181.0681916449240	9409.640168295990	11805.108477690800	49.843903129341900	7419.959831467990	16374.544237573000	308.55031990701000	10672.816705408700	5220.442675111500	1222.4540137824000	5278.384259968400	8365.49420954879	0.0	3110.097668926360	12085.343821479000	15.359404724950700	4428.923940354600	5412.856441370820	39.843292952580600	7532.795591570340	6547.093170457780	26.508479065157900	6749.210299035820	10973.01564191910	55.0782697028384	2442.499679000200	5994.252394310370	150.07087464484000	3734.395077314180	24542.82603449640	51.989409676064100	4556.490287312400	7107.6033014211	7.966200876838130	13096.510008774300	9770.524148715360	0.0	3544.047580171980	8888.231341480810	0.0	5887.838656412400	8277.035389649160	2.6772968109047200	2908.2520923815000	5466.296743635450	64.06439948632320	1545.2529726520600	3988.245870470700	0.0	3171.8955152739400	3343.2590291783700	0.0	1715.971150741960	8362.901781845200	19.56663989341120	671.4897378681050	8614.699458442330	0.0	6641.926306448520	6058.376626256210	107.72222796758400	3168.008900236200	11975.48097348070	63.93113669042350	3827.805145523770	6219.909416103710	0.0	2479.4011894833900
PWY-5896	433.6619883764490	0.0	256.3761918572580	832.177080431115	8.763969896565110	478.67941560528	1525.0197318475500	0.0	340.607238262654	431.0826502503100	14.911040837615000	585.4987504857990	725.5272607073770	37.04337548816050	461.25176847932200	615.0713101559320	0.0	381.9660255534400	2002.0177845174300	0.0	234.99578958923000	2873.024107998000	75.99260707495060	1314.5659469434300	1185.2322981199500	0.0	1589.6446923440600	307.632129673278	0.0	362.5916604860960	276.4902786401800	98.68900087093870	82.97903047044770	384.0985295393910	0.0	117.59515089460300	236.62013997651300	30.95187816857580	274.0319627976250	1992.8105135417500	0.0	1349.5999032778200	402.95698206235000	0.0	455.16277821819700	0.0	14.199655678666300	276.4092182585780	349.52880105349500	114.63012494412500	35.77707485305620	1808.162382790500	0.0	1457.80892638612	1477.2946616964900	0.0	2637.2345487076400	201.03513169382200	0.0	114.16783664079500	154.21881149727100	0.0	504.87867237265200	0.0	0.0	161.21195608814800	129.8463036745870	0.0	23.76687337706720	0.0	0.0	0.0	2971.4658288729200	0.0	0.0	384.68692277564500	0.0	34.43850323213130	493.4363640257510	0.0	266.8001189767780	444.6780721236970	0.0	531.6736625614440	1109.305482620730	0.0	212.08075774767500	153.59086349366900	0.0	161.06621399987500
