pathway																											
#OTU ID	E1	E3	E4	E5	NS1	NS2	NS3	NS4	NS5	NS6	QS1	QS2	QS3	QS4	QS5	QS6	QS7	QS8	S1	S10	S14	S2	S3	S5	S6	S8	S9
K03625	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03626	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03627	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03628	107.0	12.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K03629	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03630	0.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K03631	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03635	66.0	0.0	0.0	0.0	17.0	43.5	9.0	0.0	73.5	0.0	20.5	33.0	20.0	6.0	0.0	5.5	14.0	11.5	0.0	0.0	0.0	25.0	0.0	0.0	6.0	0.0	0.0
K03636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03637	143.0	34.0	25.0	53.0	236.0	200.5	86.0	8.0	381.5	322.0	398.0	254.0	205.75	214.0	51.0	50.25	144.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03638	36.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K03639	143.0	34.0	25.0	53.0	236.0	200.5	86.0	8.0	381.5	315.0	398.0	254.0	205.75	214.0	51.0	50.25	144.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03640	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03644	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K03646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03647	0.0	12.0	0.0	0.0	0.0	35.5	34.0	0.0	16.5	56.0	55.5	8.0	19.5	8.0	0.0	19.0	58.0	5.5	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03648	107.0	12.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K03649	30.0	0.0	0.0	16.0	17.0	31.0	0.0	0.0	63.0	0.0	77.5	27.0	37.75	4.0	0.0	6.75	7.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K03650	0.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K03652	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	371.5	343.0	406.5	254.0	196.0	210.0	51.0	43.5	152.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K03654	115.0	58.0	25.0	69.0	253.0	199.5	89.5	8.0	428.0	350.0	457.0	267.0	204.0	210.0	51.0	38.0	138.0	408.0	12.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03655	107.0	46.0	25.0	127.0	236.0	248.5	129.0	16.0	414.5	378.0	459.5	270.0	215.5	218.0	51.0	68.0	209.0	397.5	6.0	24.0	57.0	46.0	1.0	0.0	18.0	0.0	0.0
K03656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03657	357.0	92.0	50.0	122.0	708.0	636.0	295.5	16.0	1134.5	1043.0	1239.0	762.0	617.25	642.0	153.0	150.75	477.0	1159.5	12.0	24.0	171.0	138.0	3.0	0.0	18.0	0.0	0.0
K03660	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03664	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03665	107.0	12.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K03666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03667	0.0	12.0	0.0	0.0	0.0	0.0	0.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K03671	244.0	80.0	50.0	122.0	489.0	455.0	197.0	16.0	826.0	693.0	897.0	535.0	439.5	428.0	102.0	100.5	318.0	806.0	6.0	24.0	114.0	117.0	2.0	0.0	18.0	0.0	0.0
K03673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03679	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03684	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K03685	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03686	250.0	46.0	25.0	69.0	472.0	424.0	197.0	8.0	753.0	693.0	826.0	508.0	411.5	428.0	102.0	100.5	318.0	773.0	6.0	12.0	114.0	92.0	2.0	0.0	12.0	0.0	0.0
K03687	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03688	58.0	0.0	0.0	16.0	0.0	31.0	0.0	0.0	26.0	14.0	71.0	27.0	28.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K03690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03693	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03695	107.0	12.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K03696	137.0	46.0	25.0	69.0	253.0	243.0	98.5	8.0	434.5	343.0	484.0	281.0	233.75	214.0	51.0	50.25	159.0	419.5	6.0	12.0	57.0	71.0	1.0	0.0	12.0	0.0	0.0
K03697	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03698	36.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03699	22.0	46.0	25.0	37.0	0.0	31.0	0.0	8.0	0.0	0.0	8.0	25.0	20.0	6.0	0.0	0.0	0.0	6.0	6.0	12.0	0.0	25.0	0.0	0.0	6.0	0.0	0.0
K03700	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03701	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	391.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03702	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03703	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03704	436.0	58.0	25.0	117.0	961.0	800.0	351.0	8.0	1536.0	1323.0	1647.0	983.0	811.5	836.0	204.0	176.5	564.0	1562.0	12.0	12.0	228.0	184.0	4.0	0.0	18.0	0.0	0.0
K03705	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03706	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03707	22.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K03708	0.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K03709	297.0	12.0	0.0	32.0	674.0	561.5	286.5	0.0	988.0	1029.0	1141.0	702.0	559.5	632.0	153.0	138.5	456.0	1115.0	6.0	0.0	171.0	88.0	3.0	0.0	6.0	0.0	0.0
K03710	601.0	12.0	0.0	80.0	1180.0	1057.0	406.5	0.0	1801.5	1603.0	1953.0	1180.0	1049.75	1030.0	255.0	202.25	651.0	1928.5	6.0	0.0	285.0	305.0	5.0	0.0	0.0	0.0	0.0
K03711	244.0	80.0	50.0	122.0	489.0	431.0	175.5	8.0	799.5	665.0	863.0	508.0	429.75	418.0	102.0	88.25	282.0	800.5	6.0	12.0	114.0	117.0	2.0	0.0	18.0	0.0	0.0
K03713	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03718	113.0	0.0	0.0	0.0	219.0	157.0	77.0	0.0	292.0	315.0	308.0	200.0	168.0	204.0	51.0	38.0	123.0	348.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K03719	137.0	0.0	0.0	32.0	253.0	219.0	77.0	0.0	438.0	329.0	450.0	254.0	224.0	204.0	51.0	38.0	123.0	414.0	0.0	0.0	57.0	71.0	1.0	0.0	0.0	0.0	0.0
K03722	107.0	12.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K03723	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	357.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03724	220.0	0.0	0.0	16.0	455.0	369.0	175.5	0.0	663.5	658.0	721.0	454.0	373.75	418.0	102.0	88.25	282.0	734.5	0.0	0.0	114.0	67.0	2.0	0.0	0.0	0.0	0.0
K03725	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03726	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03727	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	371.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K03733	107.0	12.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K03734	8.0	12.0	0.0	0.0	17.0	0.0	0.0	0.0	57.0	14.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K03737	0.0	34.0	25.0	37.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K03741	36.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K03742	0.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K03743	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K03744	113.0	12.0	0.0	74.0	219.0	157.0	77.0	8.0	302.0	322.0	308.0	219.0	168.0	210.0	51.0	38.0	123.0	348.0	6.0	12.0	57.0	21.0	1.0	0.0	6.0	0.0	0.0
K03745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03750	264.0	34.0	25.0	69.0	472.0	394.0	193.5	8.0	779.5	658.0	815.5	510.0	391.5	428.0	102.0	106.0	317.0	772.5	0.0	12.0	114.0	67.0	2.0	0.0	12.0	0.0	0.0
K03752	36.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K03753	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03756	0.0	34.0	25.0	74.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K03758	0.0	0.0	0.0	0.0	0.0	12.5	9.0	0.0	16.5	0.0	19.0	8.0	9.75	4.0	0.0	12.25	21.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03761	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03762	231.0	0.0	0.0	48.0	657.0	471.0	231.0	0.0	924.0	945.0	1113.0	663.0	528.0	612.0	153.0	114.0	369.0	1125.0	0.0	0.0	171.0	63.0	3.0	0.0	0.0	0.0	0.0
K03763	0.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K03767	107.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K03768	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	357.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K03770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03775	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03778	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03779	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K03780	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K03781	38.0	34.0	25.0	32.0	34.0	55.0	21.5	0.0	152.5	28.0	168.0	56.0	45.75	4.0	0.0	12.25	36.0	65.5	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K03782	85.0	0.0	0.0	16.0	236.0	157.0	77.0	0.0	355.0	315.0	371.0	221.0	176.0	204.0	51.0	38.0	123.0	375.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K03783	107.0	12.0	0.0	16.0	236.0	188.0	77.0	0.0	355.0	315.0	379.0	246.0	196.0	210.0	51.0	38.0	123.0	381.0	6.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K03784	22.0	12.0	0.0	0.0	0.0	43.5	9.0	0.0	16.5	0.0	27.0	33.0	29.75	10.0	0.0	12.25	21.0	11.5	6.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K03785	36.0	46.0	25.0	37.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03786	107.0	0.0	0.0	16.0	236.0	212.0	98.5	8.0	381.5	343.0	413.0	235.0	205.75	208.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03787	36.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K03789	143.0	58.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	12.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03790	107.0	12.0	0.0	16.0	236.0	212.0	98.5	0.0	371.5	343.0	413.0	235.0	205.75	208.0	51.0	50.25	159.0	386.5	6.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K03795	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	19.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03797	0.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K03798	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K03799	201.0	34.0	25.0	53.0	236.0	219.0	77.0	16.0	365.0	322.0	387.0	233.0	216.0	204.0	51.0	38.0	123.0	387.0	0.0	24.0	57.0	71.0	1.0	0.0	18.0	0.0	0.0
K03800	22.0	24.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	25.0	0.0	0.0	6.0	0.0	0.0
K03801	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K03806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K03808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
