pathway																											
#OTU ID	E1	E3	E4	E5	NS1	NS2	NS3	NS4	NS5	NS6	QS1	QS2	QS3	QS4	QS5	QS6	QS7	QS8	S1	S10	S14	S2	S3	S5	S6	S8	S9
K01409	107.0	80.0	50.0	90.0	236.0	223.5	111.0	16.0	381.5	378.0	428.0	254.0	205.75	214.0	51.0	50.25	174.0	386.5	6.0	24.0	57.0	46.0	1.0	0.0	18.0	0.0	0.0
K01414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01416	85.0	0.0	0.0	0.0	236.0	157.0	77.0	0.0	339.0	315.0	308.0	200.0	168.0	204.0	51.0	38.0	123.0	348.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K01419	0.0	12.0	0.0	0.0	0.0	0.0	0.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K01420	0.0	34.0	25.0	37.0	0.0	0.0	0.0	0.0	10.0	7.0	6.5	0.0	9.75	4.0	0.0	6.75	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01421	143.0	12.0	0.0	16.0	236.0	212.0	98.5	0.0	371.5	343.0	419.5	254.0	215.5	218.0	51.0	57.0	166.0	386.5	6.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01424	0.0	46.0	25.0	53.0	0.0	24.0	21.5	8.0	42.5	35.0	103.5	48.0	27.5	14.0	0.0	19.0	43.0	32.5	6.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01425	0.0	0.0	0.0	0.0	0.0	24.0	21.5	0.0	16.5	28.0	27.5	8.0	0.0	0.0	0.0	5.5	29.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01426	214.0	12.0	0.0	48.0	472.0	411.5	188.0	0.0	752.5	693.0	863.5	502.0	400.0	414.0	102.0	81.5	290.0	794.5	6.0	0.0	114.0	92.0	2.0	0.0	0.0	0.0	0.0
K01428	8.0	0.0	0.0	0.0	17.0	12.5	9.0	0.0	73.5	0.0	19.0	8.0	9.75	4.0	0.0	12.25	21.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01429	8.0	0.0	0.0	0.0	17.0	12.5	9.0	0.0	73.5	0.0	19.0	8.0	9.75	4.0	0.0	12.25	21.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01430	8.0	0.0	0.0	0.0	17.0	12.5	9.0	0.0	73.5	0.0	19.0	8.0	9.75	4.0	0.0	12.25	21.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01433	85.0	0.0	0.0	16.0	236.0	168.5	89.5	0.0	365.0	343.0	386.0	240.0	176.0	210.0	51.0	38.0	138.0	375.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K01434	30.0	0.0	0.0	0.0	17.0	31.0	0.0	0.0	47.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K01436	107.0	46.0	25.0	53.0	236.0	199.5	89.5	0.0	355.0	343.0	394.0	227.0	196.0	204.0	51.0	38.0	138.0	381.0	6.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01439	107.0	24.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	12.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01443	129.0	12.0	0.0	16.0	236.0	243.0	98.5	0.0	371.5	343.0	421.0	260.0	225.75	214.0	51.0	50.25	159.0	392.5	6.0	0.0	57.0	71.0	1.0	0.0	0.0	0.0	0.0
K01448	184.0	46.0	50.0	69.0	455.0	380.5	188.0	16.0	689.5	693.0	799.0	456.0	381.75	412.0	102.0	88.25	297.0	761.5	6.0	24.0	114.0	67.0	2.0	0.0	18.0	0.0	0.0
K01451	85.0	0.0	0.0	32.0	236.0	181.0	98.5	0.0	397.5	343.0	468.0	269.0	193.75	214.0	51.0	50.25	159.0	407.5	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K01462	236.0	46.0	25.0	69.0	472.0	455.0	197.0	8.0	763.0	693.0	834.0	495.0	431.5	422.0	102.0	100.5	318.0	779.0	6.0	12.0	114.0	117.0	2.0	0.0	12.0	0.0	0.0
K01464	85.0	34.0	25.0	16.0	236.0	157.0	77.0	0.0	355.0	315.0	371.0	221.0	176.0	204.0	51.0	38.0	123.0	375.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K01465	165.0	46.0	25.0	53.0	236.0	243.0	98.5	8.0	391.5	350.0	421.0	260.0	225.75	214.0	51.0	50.25	159.0	392.5	6.0	12.0	57.0	71.0	1.0	0.0	12.0	0.0	0.0
K01466	30.0	0.0	0.0	16.0	17.0	31.0	0.0	0.0	63.0	0.0	71.0	27.0	28.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K01468	107.0	0.0	0.0	16.0	236.0	200.5	86.0	8.0	371.5	315.0	391.5	235.0	196.0	204.0	51.0	43.5	137.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K01469	77.0	0.0	0.0	0.0	219.0	157.0	77.0	0.0	292.0	315.0	308.0	200.0	168.0	204.0	51.0	38.0	123.0	348.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K01470	107.0	0.0	0.0	32.0	236.0	188.0	77.0	0.0	371.0	315.0	442.0	248.0	204.0	204.0	51.0	38.0	123.0	408.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01473	176.0	0.0	0.0	16.0	438.0	345.0	154.0	0.0	600.0	630.0	687.0	427.0	364.0	408.0	102.0	76.0	246.0	729.0	0.0	0.0	114.0	67.0	2.0	0.0	0.0	0.0	0.0
K01474	176.0	0.0	0.0	16.0	438.0	345.0	154.0	0.0	600.0	630.0	687.0	427.0	364.0	408.0	102.0	76.0	246.0	729.0	0.0	0.0	114.0	67.0	2.0	0.0	0.0	0.0	0.0
K01476	30.0	0.0	0.0	16.0	17.0	31.0	0.0	8.0	73.0	0.0	71.0	27.0	28.0	0.0	0.0	0.0	0.0	33.0	0.0	12.0	0.0	25.0	0.0	0.0	6.0	0.0	0.0
K01477	8.0	0.0	0.0	16.0	17.0	0.0	0.0	0.0	63.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01478	107.0	0.0	0.0	16.0	236.0	188.0	77.0	0.0	355.0	315.0	379.0	227.0	196.0	204.0	51.0	38.0	123.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01479	0.0	0.0	0.0	0.0	0.0	12.5	9.0	0.0	16.5	0.0	12.5	8.0	0.0	0.0	0.0	5.5	14.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01480	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01485	44.0	0.0	0.0	16.0	17.0	0.0	0.0	0.0	63.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01486	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01487	0.0	34.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01488	60.0	0.0	0.0	32.0	34.0	86.0	21.5	0.0	152.5	35.0	176.0	81.0	65.75	10.0	0.0	12.25	36.0	71.5	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0
K01489	107.0	46.0	25.0	53.0	236.0	199.5	89.5	8.0	355.0	343.0	400.5	246.0	205.75	214.0	51.0	44.75	145.0	381.0	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K01491	129.0	46.0	25.0	53.0	236.0	243.0	98.5	8.0	381.5	350.0	421.0	260.0	225.75	214.0	51.0	50.25	159.0	392.5	6.0	12.0	57.0	71.0	1.0	0.0	12.0	0.0	0.0
K01493	0.0	46.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01494	143.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K01495	129.0	68.0	50.0	90.0	236.0	243.0	98.5	8.0	381.5	343.0	421.0	260.0	225.75	214.0	51.0	50.25	159.0	392.5	0.0	12.0	57.0	71.0	1.0	0.0	12.0	0.0	0.0
K01496	143.0	34.0	25.0	53.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01499	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01505	77.0	0.0	0.0	16.0	219.0	157.0	77.0	0.0	308.0	315.0	371.0	221.0	176.0	204.0	51.0	38.0	123.0	375.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K01507	143.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K01512	85.0	12.0	0.0	16.0	236.0	181.0	98.5	0.0	371.5	343.0	405.0	229.0	185.75	208.0	51.0	50.25	159.0	380.5	6.0	0.0	57.0	21.0	1.0	0.0	6.0	0.0	0.0
K01515	107.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K01520	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K01523	143.0	34.0	25.0	53.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01524	214.0	102.0	75.0	159.0	472.0	424.0	197.0	24.0	769.0	693.0	889.0	510.0	419.5	422.0	102.0	100.5	318.0	800.0	0.0	36.0	114.0	92.0	2.0	0.0	18.0	0.0	0.0
K01525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01531	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01533	135.0	46.0	0.0	0.0	219.0	199.5	89.5	0.0	302.0	350.0	331.0	206.0	188.0	204.0	51.0	38.0	138.0	354.0	6.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01534	36.0	58.0	25.0	37.0	0.0	0.0	0.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K01537	36.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01546	30.0	0.0	0.0	0.0	17.0	31.0	0.0	0.0	57.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K01547	30.0	0.0	0.0	0.0	17.0	31.0	0.0	0.0	57.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K01548	30.0	0.0	0.0	0.0	17.0	31.0	0.0	0.0	57.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K01551	198.0	0.0	0.0	16.0	455.0	314.0	154.0	0.0	647.0	630.0	679.0	440.0	344.0	414.0	102.0	76.0	246.0	723.0	0.0	0.0	114.0	42.0	2.0	0.0	0.0	0.0	0.0
K01555	107.0	0.0	0.0	16.0	236.0	188.0	77.0	0.0	365.0	315.0	379.0	227.0	196.0	204.0	51.0	38.0	123.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01556	30.0	0.0	0.0	0.0	17.0	31.0	0.0	0.0	47.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K01560	44.0	12.0	0.0	32.0	0.0	62.0	0.0	0.0	42.0	0.0	142.0	54.0	56.0	0.0	0.0	0.0	0.0	66.0	6.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0
K01561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01563	77.0	0.0	0.0	16.0	219.0	157.0	77.0	0.0	308.0	315.0	371.0	221.0	176.0	204.0	51.0	38.0	123.0	375.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K01571	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	6.5	0.0	9.75	4.0	0.0	6.75	7.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01572	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01575	0.0	12.0	0.0	0.0	0.0	24.0	21.5	0.0	16.5	28.0	34.0	8.0	9.75	4.0	0.0	12.25	36.0	5.5	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01576	77.0	0.0	0.0	0.0	219.0	157.0	77.0	0.0	292.0	315.0	308.0	200.0	168.0	204.0	51.0	38.0	123.0	348.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K01579	107.0	34.0	25.0	53.0	236.0	199.5	89.5	0.0	365.0	350.0	394.0	227.0	196.0	204.0	51.0	38.0	138.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K01580	44.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01581	0.0	0.0	0.0	53.0	0.0	0.0	0.0	8.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01582	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01586	159.0	46.0	25.0	69.0	270.0	212.0	98.5	8.0	491.5	350.0	482.5	275.0	223.5	218.0	51.0	57.0	166.0	413.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K01588	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K01589	107.0	12.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01591	143.0	46.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	6.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K01593	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01595	30.0	0.0	0.0	0.0	17.0	55.0	21.5	0.0	73.5	35.0	42.0	14.0	29.75	4.0	0.0	12.25	36.0	11.5	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K01596	107.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	343.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01597	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01599	107.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K01601	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01607	121.0	34.0	25.0	69.0	236.0	168.5	89.5	0.0	381.0	343.0	455.5	242.0	193.75	208.0	51.0	44.75	145.0	402.0	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K01608	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01609	143.0	0.0	0.0	16.0	236.0	212.0	98.5	0.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K01610	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01611	0.0	68.0	50.0	90.0	0.0	0.0	0.0	16.0	16.0	7.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	24.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K01613	121.0	34.0	25.0	53.0	236.0	157.0	77.0	8.0	365.0	322.0	371.0	221.0	176.0	204.0	51.0	38.0	123.0	375.0	0.0	12.0	57.0	21.0	1.0	0.0	6.0	0.0	0.0
K01615	0.0	102.0	75.0	111.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0
K01616	77.0	0.0	0.0	16.0	219.0	181.0	98.5	0.0	324.5	343.0	405.0	229.0	185.75	208.0	51.0	50.25	159.0	380.5	0.0	0.0	57.0	21.0	1.0	0.0	0.0	0.0	0.0
K01619	165.0	46.0	25.0	53.0	236.0	243.0	98.5	8.0	371.5	343.0	427.5	260.0	235.5	218.0	51.0	57.0	166.0	392.5	6.0	12.0	57.0	71.0	1.0	0.0	12.0	0.0	0.0
K01620	107.0	0.0	0.0	16.0	236.0	188.0	77.0	0.0	355.0	315.0	379.0	227.0	196.0	204.0	51.0	38.0	123.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K01621	30.0	0.0	0.0	16.0	17.0	31.0	0.0	0.0	63.0	0.0	71.0	27.0	28.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K01622	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01623	0.0	0.0	0.0	0.0	0.0	11.5	12.5	0.0	0.0	28.0	15.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01624	214.0	46.0	25.0	53.0	472.0	388.5	163.0	8.0	720.5	637.0	714.0	460.0	393.75	418.0	102.0	88.25	267.0	740.5	6.0	12.0	114.0	92.0	2.0	0.0	12.0	0.0	0.0
K01625	107.0	12.0	0.0	32.0	236.0	188.0	77.0	0.0	381.0	322.0	442.0	267.0	204.0	210.0	51.0	38.0	123.0	408.0	6.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01626	137.0	0.0	0.0	32.0	253.0	254.5	111.0	0.0	444.5	378.0	499.0	281.0	233.75	214.0	51.0	50.25	174.0	419.5	0.0	0.0	57.0	71.0	1.0	0.0	0.0	0.0	0.0
K01627	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01628	44.0	0.0	0.0	16.0	17.0	0.0	0.0	0.0	63.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01633	107.0	34.0	25.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	6.0	0.0	0.0
K01637	30.0	0.0	0.0	16.0	17.0	42.5	12.5	0.0	73.0	28.0	86.0	27.0	28.0	0.0	0.0	0.0	15.0	33.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K01638	107.0	0.0	0.0	32.0	236.0	199.5	89.5	0.0	381.0	343.0	457.0	248.0	204.0	204.0	51.0	38.0	138.0	408.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01639	22.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
K01640	107.0	0.0	0.0	16.0	236.0	188.0	77.0	0.0	365.0	315.0	379.0	227.0	196.0	204.0	51.0	38.0	123.0	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
K01641	36.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01643	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01644	269.0	34.0	25.0	69.0	691.0	537.5	265.0	8.0	1028.5	1001.0	1107.0	656.0	549.75	616.0	153.0	126.25	420.0	1109.5	0.0	12.0	171.0	88.0	3.0	0.0	6.0	0.0	0.0
K01646	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
K01647	385.0	0.0	0.0	48.0	691.0	588.0	252.5	0.0	1044.5	980.0	1171.0	727.0	597.75	628.0	153.0	126.25	405.0	1148.5	0.0	0.0	171.0	138.0	3.0	0.0	6.0	0.0	0.0
K01649	250.0	34.0	25.0	69.0	472.0	400.0	175.5	8.0	746.5	665.0	792.0	500.0	401.75	424.0	102.0	88.25	282.0	767.5	0.0	12.0	114.0	92.0	2.0	0.0	18.0	0.0	0.0
K01652	476.0	114.0	50.0	154.0	910.0	714.0	329.5	8.0	1378.5	1295.0	1597.0	944.0	761.75	826.0	204.0	164.25	528.0	1544.5	6.0	12.0	228.0	134.0	4.0	0.0	12.0	0.0	0.0
K01653	143.0	68.0	50.0	90.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K01654	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	16.0	0.0	63.0	21.0	8.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01657	143.0	34.0	25.0	53.0	236.0	223.5	111.0	8.0	381.5	378.0	428.0	254.0	205.75	214.0	51.0	50.25	174.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
K01658	36.0	34.0	25.0	37.0	0.0	12.5	9.0	8.0	26.5	7.0	19.0	8.0	9.75	4.0	0.0	12.25	21.0	5.5	0.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
K01659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01661	184.0	34.0	25.0	53.0	455.0	369.0	175.5	8.0	663.5	658.0	721.0	454.0	373.75	418.0	102.0	88.25	282.0	734.5	0.0	12.0	114.0	67.0	2.0	0.0	6.0	0.0	0.0
K01662	107.0	0.0	0.0	53.0	236.0	212.0	98.5	8.0	381.5	350.0	413.0	254.0	205.75	214.0	51.0	50.25	159.0	386.5	0.0	12.0	57.0	46.0	1.0	0.0	12.0	0.0	0.0
