pathway	E1	E3	E4	E5	NS1	NS2	NS3	NS4	NS5	NS6	QS1	QS2	QS3	QS4	QS5	QS6	QS7	QS8	S1	S10	S14	S2	S3	S5	S6	S8	S9
HSERMETANA-PWY	156.41827912721300	21.10344827586210	0.0	43.48717948717950	281.0994764397910	227.36471562672600	119.20230163537200	8.0	445.87467438494900	425.1507840772020	491.0426110607430	291.3566433566430	222.95993546652300	254.30679611650500	61.2	56.64771322620520	189.0615034168570	455.99682959048900	0.0	12.0	68.4	27.23225806451610	1.2	0.0	9.0	0.0	0.0
ILEUSYN-PWY	212.03369530501400	46.48073154800780	30.769230769230800	74.62837551131250	300.75762823612200	308.64194391325700	121.97613019891500	0.0	501.11507899407300	435.7615894039740	567.3832855376	355.55756029916900	291.685743374572	269.3097189373520	63.75	62.14702702702700	196.8162162162160	511.2897543540230	0.0	0.0	71.25000000000000	90.61821404830490	1.25	0.0	13.714285714285700	0.0	0.0
LEU-DEG2-PWY	98.61832161398440	0.0	0.0	18.596491228070200	236.0	177.88563575121800	82.93729725767140	0.0	364.0470921369500	326.87420584498100	384.7536445294130	231.86603164085100	188.1313626678390	207.01107011070100	51.0	39.94769874476990	131.83592719599000	379.58032124436500	0.0	0.0	57.0	27.9828641370869	1.0	0.0	0.0	0.0	0.0
MET-SAM-PWY	149.63979557420000	39.95620437956200	25.000000000000000	51.6362099983645	263.14020654647300	239.36398137503600	108.46226940733300	8.0	423.5780594501280	387.65295717199200	470.15620596498800	286.0607367699240	232.98863276990400	238.56682374371400	57.120000000000000	54.5589359860644	174.37544202006400	437.74494480356300	0.0	12.000000000000000	63.84	53.745754385964900	1.12	0.0	8.842105263157900	0.0	0.0
METH-ACETATE-PWY	35.12195121951220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
METHANOGENESIS-PWY	63.29936842105260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAD-BIOSYNTHESIS-II	58.30124575311440	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAGLIPASYN-PWY	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	12.397372742200300	8.702702702702700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.000000000000000	0.0	0.0	0.0	0.0	6.000000000000000	0.0	0.0
NONMEVIPP-PWY	107.00000000000000	30.238697485099600	0.0	59.18843930635840	236.00000000000000	212.0	98.5	8.0	385.93846573350300	350.0	429.2314410480350	259.6654275092940	207.97394865732100	214.00000000000000	51.00000000000000	50.25000000000000	159.0	393.8476500616090	0.0	12.000000000000000	57.0	46.0	1.0	0.0	12.000000000000000	0.0	0.0
NONOXIPENT-PWY	141.5054285958540	58.41269841269840	33.33333333333330	73.50753768844220	269.13842119309800	254.29511892015300	104.21552373775400	10.666666666666700	458.3903535441280	372.2991689750690	479.91801014329200	288.0537206939860	242.68999435309000	228.1231929604020	54.4	53.10853293413170	168.16877637130800	432.99722338613800	6.0	16.000000000000000	60.800000000000000	65.67635960044400	1.0666666666666700	0.0	14.400000000000000	0.0	0.0
OANTIGEN-PWY	153.45556881862300	0.0	0.0	26.93860638567250	261.6790544657	243.5060102514360	107.97470331043100	0.0	421.81809608061800	387.4671541185880	463.3081477180330	281.0517962687110	234.32671324636900	234.59863623741400	56.66666666666670	53.179358220219000	172.455591655786	433.5471544102490	0.0	0.0	63.333333333333300	56.60107592880100	1.1111111111111100	0.0	8.0	0.0	0.0
P101-PWY	106.69803271695100	0.0	0.0	22.198952879581200	236.0	181.8713232729560	84.36596218020020	0.0	365.1455918037210	328.125	388.4408390691580	234.42178347511300	190.94018013752400	207.88571428571400	51.0	42.1058434399118	135.24896265560200	380.7304841902340	0.0	0.0	57.0	31.161290322580600	1.0	0.0	0.0	0.0	0.0
P105-PWY	217.99556966043400	0.0	0.0	34.61460034861920	415.1371783240880	354.9236227779750	166.24337340884800	0.0	652.1917262823400	609.1272660986340	718.136217902608	437.3512792167130	354.56119581004400	376.9197135637920	90.89108910891090	84.25379979138340	267.7865403101380	683.9748904090180	0.0	0.0	101.58415841584200	70.02771757059660	1.7821782178217800	0.0	0.0	0.0	0.0
P108-PWY	176.10993046379600	0.0	0.0	36.762599883380000	347.15149453633200	303.8750538162250	140.66842134570800	0.0	550.0177743120360	503.22542163543600	599.9627199828710	368.62212311929700	298.64173349125000	312.9472562250070	74.93877551020410	71.49762086652840	226.80325175276400	566.4021073679100	0.0	0.0	83.75510204081630	64.63850859306730	1.469387755102040	0.0	11.550802139037400	0.0	0.0
P124-PWY	69.84256445534840	0.0	0.0	24.57971014492750	51.209320173755200	84.09263182762510	0.0	0.0	165.84610366199000	0.0	184.74008970543000	77.060225941229	76.94728764885180	0.0	0.0	0.0	0.0	97.32044314621540	0.0	0.0	0.0	45.00397570300360	0.0	0.0	0.0	0.0	0.0
P125-PWY	26.21366698748800	0.0	0.0	0.0	0.0	36.9525852821283	0.0	0.0	0.0	9.872468117029260	11.322692881206200	7.570964627402790	23.901183736490000	0.0	0.0	0.0	0.0	7.195528413207740	0.0	0.0	0.0	29.18918918918920	0.0	0.0	0.0	0.0	0.0
P161-PWY	56.43564356435640	16.0	0.0	26.666666666666700	33.503009458297500	103.51554126473700	40.72570725707260	0.0	140.87673561915600	68.49137931034480	82.16964980544750	64.14638297872340	57.69282797345580	19.807692307692300	0.0	23.063995215311000	68.06079027355620	22.86111840378050	8.0	0.0	0.0	37.61194029850750	0.0	0.0	0.0	0.0	0.0
P221-PWY	132.64669558560900	0.0	0.0	0.0	366.7524791333080	265.49657819078700	128.39794582620100	0.0	499.3838614190190	523.1578947368420	528.776464456962	339.07274145498400	283.7393580856670	338.1402287419200	84.41379310344830	63.320272221076500	205.07768093975000	585.1695371274830	0.0	0.0	94.3448275862069	37.310223322698900	1.6551724137931000	0.0	0.0	0.0	0.0
P23-PWY	116.37430446621500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.65020215156310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P241-PWY	50.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P261-PWY	47.28358208955230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY	149.65003191593700	33.65702757229320	0.0	42.00960881228130	278.30215839586100	236.67376970250000	109.56232360193700	0.0	434.31181050017400	406.21261139282500	468.93489496876600	286.90499880779000	237.55519835260000	250.83087250773800	60.44444444444440	56.07354964772210	177.26960173350000	452.9942637095310	0.0	0.0	67.55555555555560	46.01820583003170	1.1851851851851900	0.0	0.0	0.0	0.0
P42-PWY	225.23320400037700	0.0	0.0	53.00287900980440	354.4935570009400	274.2440392291090	128.6443602813450	0.0	528.2788214111180	507.6571588042640	599.6638110919600	374.34508787653700	298.9390475647400	329.4274031259430	79.33333333333330	69.08309858998680	211.5402234840320	589.0507629518980	0.0	0.0	88.66666666666670	44.96702315079030	1.5555555555555600	0.0	11.886792452830200	0.0	0.0
P441-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.264799592420300	0.0	35.963566154048100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P562-PWY	107.0	0.0	0.0	16.0	236.00000000000000	188.00000000000000	77.00000000000000	0.0	355.00000000000000	315.00000000000000	379.00000000000000	248.97517504774000	196.00000000000000	210.9767441860470	51.0	38.0	123.00000000000000	381.0	0.0	0.0	57.0	46.0	1.0	0.0	0.0	0.0	0.0
PANTO-PWY	122.28571428571400	18.36399217221140	0.0	25.258795596805500	269.7142857142860	240.22662889518400	110.63520000000000	0.0	433.77035893477400	397.01492537313400	471.196272441435	269.45172824791400	237.38849859082500	239.16707323402700	58.28571428571430	58.24425650497390	180.59659339059500	441.26255113425100	0.0	0.0	65.14285714285720	52.57142857142860	1.1428571428571400	0.0	8.000000000000000	0.0	0.0
PANTOSYN-PWY	128.51983201119900	26.9311224489796	0.0	35.61531178141490	249.88235294117600	220.4426272705420	101.17124830391000	0.0	398.8545397367130	369.44444444444400	432.0878800794390	256.0583071110420	216.1648062324690	222.70321557667300	54.000000000000000	49.721182689943500	162.1344381080340	407.6787071264220	0.0	0.0	60.352941176470600	48.70588235294120	1.0588235294117600	0.0	9.000000000000000	0.0	0.0
PENTOSE-P-PWY	129.01090133306600	23.51437699680510	0.0	34.85320725215000	253.75337491405800	239.56277211394500	101.27718784328100	9.142857142857140	423.4735847828880	360.8053691275170	454.06083133808000	274.299628671479	229.15925210638100	220.83602068755700	52.64516129032260	51.63973799126640	163.4559125085440	413.5619430585350	6.0	13.714285714285700	58.83870967741940	60.35367684344950	1.032258064516130	0.0	10.285714285714300	0.0	0.0
PEPTIDOGLYCANSYN-PWY	135.09709159491600	50.211724851792600	25.000000000000000	54.25816023738870	248.42105263157900	225.47367591769900	103.01996424314700	8.0	400.8199001426530	367.4033149171270	434.6241934083970	267.7934211380000	218.33618976448300	225.151364764268	53.6842105263158	52.51110124333930	166.25139043381500	407.3439342229100	6.666666666666670	12.0	60.0	50.28483448806780	1.0526315789473700	0.0	12.0	0.0	0.0
PHOSLIPSYN-PWY	0.0	47.39393939393940	27.777777777777800	61.06348683005460	0.0	0.0	0.0	8.88888888888889	86.98929305025800	62.8761230979892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.666666666666670	13.333333333333300	0.0	0.0	0.0	0.0	11.111111111111100	0.0	0.0
POLYISOPRENSYN-PWY	105.98176261584700	42.27027027027030	25.0	57.61666090563430	56.36505490539060	123.7135278514590	51.96932515337420	8.0	204.67735181297600	90.3225806451613	255.49812533476200	101.87139483566300	99.08470683623320	15.150442477876100	0.0	28.30172413793100	85.75280898876410	120.83992247883400	6.0	12.0	0.0	38.01652892561980	0.0	0.0	12.0	0.0	0.0
PPGPPMET-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.072329523058700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	15.168795775847400	0.0	0.0	36.953974895397500	32.23670791631160	0.0	0.0	0.0	126.86238816135700	0.0	207.19372545794700	74.63829414980860	30.10926750303520	0.0	0.0	0.0	0.0	97.92556790720150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRPP-PWY	0.0	0.0	0.0	47.46803303861870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-1269	0.0	34.0	25.0	37.0	0.0	0.0	0.0	8.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
PWY-1861	120.77728226251300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-2942	172.89094672438700	46.0	25.000000000000000	61.630758046394800	290.43931734153900	255.95211823060700	115.99314003600500	8.727272727272730	477.73500067165800	415.625	512.4761466638020	310.1682787471060	253.8257641758790	257.3808687205300	61.2	61.28652284511270	189.49008015145000	472.1756372109780	6.000000000000000	13.090909090909100	68.4	56.02752090894750	1.2	0.0	12.705882352941200	0.0	0.0
PWY-3001	163.74907227603600	44.61008024072220	27.02702702702700	61.56449219560750	273.1879878580220	252.22804525580900	112.0413927774650	0.0	445.5110655855840	400.49974372116900	488.6371713431000	299.69949280418500	244.29316531793900	246.24708437138400	58.62068965517240	57.07846300802990	180.77896971905800	452.4386090072270	0.0	0.0	65.51724137931040	58.35630920267320	1.149425287356320	0.0	10.434782608695700	0.0	0.0
PWY-3781	487.9752878404940	0.0	0.0	93.52375780613630	1110.5882352941200	929.37170286213	413.16890118938000	0.0	1746.8339150800800	1570.6984514511200	1862.5472554366200	1121.6007956710800	935.4466078347010	982.5849839667980	240.0	207.67313878529200	663.815128462753	1804.004693294420	0.0	0.0	268.2352941176470	198.1442600745010	4.705882352941180	0.0	10.252427184466000	0.0	0.0
PWY-4984	57.66129032258070	0.0	0.0	27.532467532467500	38.35564053537290	64.04892917301680	0.0	8.0	141.51671964721000	0.0	141.29512121982100	58.27896821765220	58.42569517055950	0.0	0.0	0.0	0.0	73.17593374885250	0.0	12.000000000000000	0.0	36.34704415954420	0.0	0.0	8.571428571428570	0.0	0.0
PWY-5005	0.0	0.0	0.0	25.561551703068500	0.0	0.0	0.0	0.0	0.0	0.0	15.24959736444130	0.0	21.8194278165115	9.350581842116360	0.0	13.491727417070000	15.76103089939070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5022	135.3127147766320	0.0	0.0	0.0	0.0	243.3771106941840	0.0	0.0	0.0	0.0	518.2987067167290	305.92816091954000	260.83141271873700	0.0	0.0	0.0	0.0	512.5824742268040	0.0	0.0	0.0	54.54867256637170	0.0	0.0	0.0	0.0	0.0
PWY-5097	167.8779294948850	41.786259541984700	25.000000000000000	60.22960666537490	281.17363879994900	248.5895591375420	113.1231203328960	8.615384615384620	461.11800334471900	404.7826086956520	495.42897764220600	300.66990363014200	245.62670730674100	250.1371005489360	59.5	59.42209275500600	184.43750660314500	457.6821212694400	0.0	12.923076923076900	66.5	54.33544087939760	1.1666666666666700	0.0	12.600000000000000	0.0	0.0
PWY-5100	37.40259740259740	48.509090909090900	25.0	40.02040816326530	0.0	33.41772151898730	21.5	9.142857142857140	27.39899659219990	36.52173913043480	48.35820895522390	32.54794520547950	24.590020702480800	10.769230769230800	0.0	13.44404332129960	37.52727272727270	8.393364928909950	6.857142857142860	13.714285714285700	0.0	0.0	0.0	0.0	13.090909090909100	0.0	0.0
PWY-5101	236.54470548936600	49.6213653162262	33.333333333333300	79.3236826533116	347.25485238402400	349.28360507841600	140.282737234685	0.0	573.0929030515010	503.4632731958760	645.7120752369700	404.81705890086700	332.19983603348600	311.5466740252750	73.91304347826090	71.39876797234760	226.27937880560900	587.9525417130700	0.0	0.0	82.60869565217390	96.89185863289310	1.4492753623188400	0.0	10.0	0.0	0.0
PWY-5103	186.63447752382600	43.30169161494460	29.41176470588240	68.99707495888620	285.1109270336620	273.54187179235900	116.42640154653400	0.0	471.54550971794600	415.4040404040400	525.3631587531940	321.756058566281	263.09911895476700	256.07296765825700	60.714285714285700	59.33732452518580	187.87925696594400	478.4585480732380	0.0	0.0	67.85714285714290	67.99484151539160	1.1904761904761900	0.0	9.230769230769230	0.0	0.0
PWY-5104	187.31356004932900	43.30169161494460	29.41176470588240	56.315790493961600	0.0	0.0	0.0	0.0	38.35503936399020	0.0	137.284781436621	48.589069427833200	19.28389562671880	14.555480422335000	0.0	0.0	0.0	63.01224551316920	0.0	0.0	0.0	0.0	0.0	0.0	9.72972972972973	0.0	0.0
PWY-5121	116.23741007194200	28.944155844155800	0.0	63.794602460889800	240.40556368960500	212.00000000000000	98.50000000000000	8.0	402.610385746604	348.70609981515700	452.7608207392740	268.0971050950230	211.34712075901100	214.0	51.00000000000000	50.250000000000000	159.0	404.84139102834100	0.0	12.000000000000000	57.0	46.00000000000000	1.0	0.0	12.000000000000000	0.0	0.0
PWY-5177	0.0	0.0	0.0	28.66687474918630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5188	157.3220031703380	34.0	25.000000000000000	58.98014040857630	260.6387777373590	237.96789722835600	109.80870646930800	8.0	431.4813181417150	385.1626742938860	476.01205657827700	292.50799694079600	230.97183555871900	236.02740995409200	55.63636363636360	56.10967243986230	177.34931694404700	432.7185391768600	0.0	12.000000000000000	62.18181818181820	51.7391235813367	1.0909090909090900	0.0	12.000000000000000	0.0	0.0
PWY-5189	149.48036253776400	34.0	25.0	58.506493506493500	240.03216080402000	218.98405951115800	98.50000000000000	8.0	398.59500850822500	350.0	439.94352482960100	269.3915135298540	213.70596133190100	215.4691075514870	51.0	50.25	159.0	399.9356894553880	0.0	12.0	57.0	50.440154440154400	1.0	0.0	12.0	0.0	0.0
PWY-5198	95.77674418604650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5304	30.0	0.0	0.0	0.0	17.0	31.0	0.0	0.0	47.0	0.0	8.0	6.0	20.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
PWY-5345	86.03748026486730	0.0	0.0	28.424385925178600	72.39059355402960	104.28912869790900	0.0	0.0	205.06385851491400	66.31451815917970	227.49383631284600	102.25881243611200	97.46970770371960	0.0	0.0	0.0	0.0	134.79006988556600	0.0	0.0	0.0	32.26704498388800	0.0	0.0	0.0	0.0	0.0
PWY-5347	148.4063860741870	38.27972027972030	25.000000000000000	48.604864781649300	266.7694222469990	217.4261061121110	102.73737804114900	0.0	396.1389927690760	393.47666299154700	428.4570647503200	267.97162664371200	220.6478730300140	243.9955102465890	59.50000000000000	50.812674368774100	164.3351870602970	433.845509927584	0.0	0.0	66.5	37.58380687709980	1.1666666666666700	0.0	8.4	0.0	0.0
PWY-5384	0.0	0.0	0.0	0.0	0.0	23.53286384976530	16.294736842105300	0.0	31.63190954773870	0.0	36.24116930572470	48.811387900355900	18.575941676792200	19.09090909090910	0.0	19.116591928251100	36.41772151898730	10.845663265306100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5484	141.20870274810400	44.710466033272000	25.0	57.59093002144480	282.6626078012480	251.78596691816500	121.19711425806700	8.470588235294120	456.94317270538200	423.8814760884070	500.38949319110600	306.5499738454100	244.22924888251900	257.9200353159730	61.20000000000000	60.91456448849450	194.96118924385600	463.81777848423100	6.68041237113402	12.705882352941200	68.4	47.205277949495800	1.2	0.0	10.451612903225800	0.0	0.0
PWY-5505	140.96327908285	35.54545454545450	25.000000000000000	57.422496682936500	310.6357226645890	268.31001598254800	114.06036441736300	9.6	457.3829948314270	449.566055930569	524.4602083628070	329.31787548915500	274.4104052551020	288.1705692046130	70.61538461538460	56.5674409899693	182.52319405642700	521.2851688321590	0.0	14.400000000000000	78.92307692307690	62.626506024096400	1.3846153846153800	0.0	9.818181818181820	0.0	0.0
PWY-5509	0.0	39.230769230769200	28.846153846153800	51.70958906208490	0.0	0.0	0.0	8.944099378881990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.416149068323000	0.0	0.0	0.0	0.0	9.270386266094420	0.0	0.0
PWY-5659	146.85043988269800	0.0	0.0	35.518324607329800	312.7193301783760	271.1674550614950	128.70544439274100	0.0	509.9277330605240	467.0169741697420	587.7679824714230	348.6332770712520	274.77306730646100	284.6376700573790	68.0	66.16333011633370	208.31555360187000	533.1126937372340	0.0	0.0	76.0	52.57142857142860	1.3333333333333300	0.0	6.857142857142860	0.0	0.0
PWY-5667	128.4	52.57142857142860	28.57142857142860	63.47788832294000	283.2	252.34008097166000	116.22079439252300	9.142857142857140	456.0198046663050	420.10441700505500	492.7386653082020	303.3396303901440	246.09717358679300	256.22878932316500	61.200000000000000	59.1520979020979	187.4672489082970	463.3562108559500	6.857142857142860	13.714285714285700	68.4	55.200000000000000	1.2	0.0	14.117647058823500	0.0	0.0
PWY-5686	166.10043620894800	50.18181818181820	27.27272727272730	57.81818181818180	257.4545454545460	236.7644580620450	107.45454545454500	8.727272727272730	418.1236439986000	381.8181818181820	452.1074756229690	278.2584269662920	228.12923360278300	233.45454545454500	55.63636363636360	54.818181818181800	173.45454545454500	422.81152014864700	6.545454545454550	13.090909090909100	62.18181818181820	53.61422708618330	1.0909090909090900	0.0	13.090909090909100	0.0	0.0
PWY-5695	165.91306676187100	29.743264659271	0.0	61.41982212280980	283.20000000000000	265.6761593988980	97.34175640228060	0.0	446.78890352618000	383.87541394433000	473.5778479451470	305.1356993736950	261.2837474577550	253.89830508474600	61.200000000000000	50.367203327790800	157.7011321843230	466.0765874172540	0.0	0.0	68.4	80.80824742268040	1.2000000000000000	0.0	8.0	0.0	0.0
PWY-5747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.034482758620700	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5837	0.0	34.0	25.000000000000000	50.127705742259900	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.000000000000000	0.0	0.0	0.0	0.0	6.000000000000000	0.0	0.0
PWY-5838	0.0	34.0	25.0	51.22107255520510	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	7.384615384615390	0.0	0.0
PWY-5840	0.0	34.59649122807020	25.0	52.128804417619100	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	7.384615384615390	0.0	0.0
PWY-5855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.177244783098100	9.94318181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.177244783098100	9.94318181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.177244783098100	9.94318181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5861	0.0	34.0	25.0	50.37565152643340	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.193548387096780	0.0	0.0
PWY-5863	0.0	35.14606741573030	25.0	52.83735235881340	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	6.400000000000000	0.0	0.0
PWY-5897	0.0	34.0	25.000000000000000	52.00668045463700	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.000000000000000	0.0	0.0	0.0	0.0	7.200000000000000	0.0	0.0
PWY-5898	0.0	34.0	25.000000000000000	52.00668045463700	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.000000000000000	0.0	0.0	0.0	0.0	7.200000000000000	0.0	0.0
PWY-5899	0.0	34.0	25.000000000000000	52.00668045463700	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.000000000000000	0.0	0.0	0.0	0.0	7.200000000000000	0.0	0.0
PWY-5910	0.0	17.037037037037000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5913	157.5	0.0	0.0	0.0	332.59120879120900	247.82818791946300	118.01213960546300	0.0	456.4070332959220	484.73118279569900	487.7187288708590	313.7001078748650	262.28403525954900	307.9615384615390	76.5	58.41704718417050	188.6931818181820	534.1503508185770	0.0	0.0	85.5	42.331288343558300	1.5	0.0	0.0	0.0	0.0
PWY-5918	132.4125939307940	34.0	25.000000000000000	56.433136051704700	250.19065577205100	226.85300025376400	104.9873030453710	8.0	407.63701919177000	368.6904667116460	448.632623863737	277.88362833464000	220.1757499050190	227.35063371914100	53.6842105263158	53.60912013133420	169.52379290488100	412.965215511357	0.0	12.0	60.0	49.27979461309790	1.0526315789473700	0.0	12.0	0.0	0.0
PWY-5920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.149125818805100	26.410009624639100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-5973	82.22188337754080	59.46066414085130	31.25	90.9438378171202	0.0	120.01591200472900	0.0	8.88888888888889	24.409169464596800	17.113167889525100	38.52352187933710	28.66513133161810	84.33308023285240	0.0	0.0	0.0	0.0	29.110228467775700	7.5	13.333333333333300	0.0	67.64377035632690	0.0	0.0	14.400000000000000	0.0	0.0
PWY-5989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.770823788884100	16.617518117087500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6121	165.0	49.38650306748470	25.0	57.31552162849870	272.3076923076920	250.4939919893190	118.55566700100300	8.0	446.2707646860770	410.43549712407600	484.6501756948030	295.15671200473100	239.30185083086500	247.73158850449900	58.84615384615390	60.250061588296600	191.16104315310900	447.4101781671420	6.923076923076920	12.000000000000000	65.76923076923080	53.07692307692310	1.1538461538461500	0.0	12.857142857142900	0.0	0.0
PWY-6122	171.60000000000000	50.31250000000000	25.0	58.506493506493500	283.20000000000000	254.4	118.2	8.0	456.98721704394100	419.4331983805670	495.0750427768270	304.8	246.09717358679300	256.476370510397	61.20000000000000	59.712662337662300	190.22480620155000	463.80000000000000	7.200000000000000	12.0	68.4	55.20000000000000	1.2	0.0	13.090909090909100	0.0	0.0
PWY-6123	128.57983193277300	46.0	25.000000000000000	53.00000000000000	236.00000000000000	212.00000000000000	98.5	8.0	381.50000000000000	350.0	413.00000000000000	254.0	205.75000000000000	214.0	51.0	50.25000000000000	159.0	386.5	6.000000000000000	12.000000000000000	57.0	46.0	1.0	0.0	12.000000000000000	0.0	0.0
PWY-6125	160.5142154153310	44.68571428571430	26.923076923076900	66.29171321214580	291.52941176470600	270.0432165700190	128.07124529935800	8.615384615384620	476.77965771232200	443.7709643656950	523.0307579060330	316.243429240359	256.40189893583000	264.91390810340300	63.00000000000000	64.76849600292690	206.23919013323300	480.1656291274520	0.0	12.923076923076900	70.41176470588240	56.8235294117647	1.2352941176470600	0.0	12.923076923076900	0.0	0.0
